word_en_translate,image_id,obj_names,obj_object_id,obj_synsets,obj_merged_object_ids,obj_height,obj_width,obj_x_koor,obj_y_koor,relationships_id,synsets,sub_name,sub_object_id,sub_synsets,sub_height,sub_width,sub_x_koor,sub_y_koor,predicate
four,2377113,,3838779,beach.n.01,,167,495,3,163,4300522,walk.v.01,four,3838786,four.n.01,167,53,325,70,walking on
four,2377113,,3838779,beach.n.01,,167,495,3,163,4300521,walk.v.01,four,3838785,four.n.01,183,100,179,62,walking on
four,2377919,,3837376,clock.n.01,,303,281,112,60,3884506,along.r.01,four,1741761,four.n.01,29,25,326,235,on
four,2381011,,1340242,,,60,136,61,199,3595366,,four,1340256,four.n.01,96,298,196,20,men
four,2381011,,1340253,man.n.01,,84,299,186,74,3595365,,four,1340256,four.n.01,96,298,196,20,military
four,2381011,,1340242,cake.n.03,,60,136,61,199,3595358,,four,1340256,four.n.01,96,298,196,20,uniform
four,2381011,,1340242,cake.n.03,,60,136,61,199,3595351,people.v.01,four,1340253,four.n.01,84,299,186,74,people
four,2385571,,3845935,row.n.01,,110,327,147,243,4307329,in.r.01,four,3845934,four.n.01,64,366,116,257,wheels in a
four,2388172,man,4520670,,"4520662 , 4520665 , 4520648",130,134,326,179,4769951,,four,4520666,,387,448,1,54,of
four,2415872,,1056468,clock.n.01,,188,171,147,66,3176980,along.r.01,four,1056471,four.n.01,18,16,285,185,on
four,2376561,,2528728,window.n.01,,137,36,61,1,4301792,panel.v.01,four,3839894,four.n.01,70,90,14,50,panel
four,2388172,,4520663,,,94,193,190,67,4769949,,four,4520666,,387,448,1,54,of
four,2388750,,1266964,image.n.01,,246,253,0,2,3487541,,four,1266963,four.n.01,479,498,0,3,different
four,2389508,,1260082,car.n.01,,86,138,360,28,3475457,,four,1260095,four.n.01,46,41,378,48,door
four,2390763,,668353,racing.n.01,,98,160,35,189,1754823,people.v.01,four,668352,four.n.01,237,296,34,87,people
four,2394372,,666928,paw.n.01,,81,183,210,156,1750723,chase.v.01,four,666927,four.n.01,93,190,205,140,dog
four,2394701,,1210645,shirt.n.01,,83,85,277,99,3396520,along.r.01,four,1210644,four.n.01,32,18,304,129,on
four,2396151,,1200101,bottle.n.01,,273,218,101,38,3374574,,four,1200106,four.n.01,112,87,411,7,beer
four,2397548,,1189013,,,114,194,34,104,3352799,,four,1188934,four.n.01,93,184,52,102,bikes
four,2397548,,1188930,racing.n.01,,77,197,42,118,3352759,,four,1188934,four.n.01,93,184,52,102,motorcycles
four,2397953,,4325503,,,28,15,127,328,4691738,,four,4325502,,49,64,101,327,square white
four,2397953,,4325503,,,28,15,127,328,4691737,,four,4325502,,49,64,101,327,square white
four,2397953,,4325503,,,28,15,127,328,4691736,,four,4325502,,49,64,101,327,square white
four,2397953,,4325503,,,28,15,127,328,4691735,,four,4325502,,49,64,101,327,square white
four,2398888,,421092,bench.n.01,,65,494,2,300,910794,sit.v.01,four,421091,four.n.01,176,489,10,188,people sitting on
four,2398888,,421092,bench.n.01,,65,494,2,300,910784,sit.v.01,four,421091,four.n.01,176,489,10,188,people sit on
four,2388172,man,4520670,,"4520662 , 4520665 , 4520648",130,134,326,179,4769948,,four,4520666,,387,448,1,54,of
four,2398888,,421092,bench.n.01,,65,494,2,300,910761,sit.v.01,four,421091,four.n.01,176,489,10,188,people sit on
four,2376561,,2528728,window.n.01,,137,36,61,1,4301793,panel.v.01,four,3839894,four.n.01,70,90,14,50,panel
four,2370829,,3856514,wall.n.01,,180,80,314,114,4320419,edge.v.01,four,3856513,four.n.01,99,77,224,91,inch tiled
four,2412210,broccoli,200375,broccoli.n.01,200390,153,127,140,184,195029,head.v.02,four,200389,four.n.01,139,220,61,202,heads of
four,2413960,,162645,cow.n.01,,110,245,113,29,156459,,four,162663,four.n.01,231,79,2,182,small
four,2414286,,4175037,,,68,470,29,307,4632017,,four,4175036,,47,357,65,116,men on
four,2414286,,4175037,,,68,470,29,307,4632016,,four,4175036,,47,357,65,116,men on
four,2316537,,1053207,clock.n.01,,231,144,31,137,3163691,along.r.01,four,1053218,four.n.01,14,7,115,215,on
four,2320400,,4511847,,,205,240,224,141,4656148,,four,4235405,,60,41,267,225,on
four,2325228,,4011550,,,65,69,225,130,4564999,,four,4011551,,104,85,194,135,white digits reading
four,2327014,,3974842,,,138,360,48,233,4549468,,four,3974841,,223,425,22,129,female friends
four,2327014,,3974842,,,138,360,48,233,4549469,,four,3974841,,223,425,22,129,female friends
four,2327014,,3974842,,,138,360,48,233,4549470,,four,3974841,,223,425,22,129,female friends
four,2327014,,3974842,,,138,360,48,233,4549471,,four,3974841,,223,425,22,129,female friends
four,2328413,,4118026,,,32,276,63,345,4609372,,four,4118027,,242,317,20,160,people holding
four,2328413,,4118026,,,32,276,63,345,4609371,,four,4118027,,242,317,20,160,people holding
four,2328413,,4118026,,,32,276,63,345,4609370,,four,4118027,,242,317,20,160,people holding
four,2376120,,3840675,barroom.n.01,,138,84,35,226,4302686,people.v.01,four,3840674,four.n.01,130,392,78,183,people at
home,2383774,,1317207,street.n.01,,111,432,1,132,3565079,along.r.01,home,1317205,home.n.01,146,53,2,1,on side of
home,2326001,,3992680,,,64,494,4,251,4557065,,home,3992679,,22,65,11,229,near
home,2388458,,673272,window.n.01,,28,52,145,41,1770577,have.v.01,home,673277,home.n.01,141,235,0,0,has
home,2360225,,3762296,water_faucet.n.01,,353,218,101,20,4204997,across.r.01,home,2360333,home.n.01,75,180,166,0,across from
home,2403541,,657125,state.n.04,,181,495,4,3,1719648,in.r.01,home,657114,home.n.01,133,179,166,66,in
home,2388206,,674804,road.n.01,,162,326,5,337,1776104,be.v.01,home,674838,home.n.01,52,67,265,275,on
home,2322310,,3289769,hilltop.n.01,,61,480,1,139,4536864,,home,3289768,home.n.01,27,88,260,114,on
home,2360225,,3762295,street.n.01,,70,353,93,74,4204996,across.r.01,home,2360333,home.n.01,75,180,166,0,across
home,2388206,,674804,road.n.01,,162,326,5,337,1776105,be.v.01,home,674839,home.n.01,43,42,242,280,on
home,2388206,,674804,road.n.01,,162,326,5,337,1776106,be.v.01,home,674840,home.n.01,38,33,213,293,on
home,2345868,sidewalk,3621214,sidewalk.n.01,3911282,150,190,0,330,4428424,,home,2995555,home.n.01,111,105,4,229,on other side of
home,2346298,,900909,shore.n.01,,10,61,438,161,2630657,be.v.01,home,900908,home.n.01,21,18,481,146,on
home,2404258,,344805,roof.n.01,,13,64,21,370,572084,,home,344799,home.n.01,29,82,12,365,with
home,2404515,,341706,field.n.01,,396,320,42,70,561633,,home,341708,home.n.01,41,89,174,369,plate
home,2404581,,376708,window.n.01,,159,238,201,49,726132,have.v.01,home,376690,home.n.01,208,251,186,3,has
home,2404581,,376708,window.n.01,,159,238,201,49,726119,have.v.01,home,376690,home.n.01,208,251,186,3,has
home,2387587,,677613,window.n.01,,49,14,367,76,1785352,have.v.01,home,677612,home.n.01,168,235,230,3,has
home,2387512,,677814,wilderness.n.01,,273,98,402,49,1785771,inside.r.01,home,677825,home.n.01,328,495,2,3,inside
home,2371483,,1855305,window.n.01,,41,40,345,280,3632383,,home,1855307,home.n.01,98,190,307,227,with
home,2371483,,1855306,window.n.01,,45,62,410,273,3632384,,home,1855307,home.n.01,98,190,307,227,with
home,2387168,,514817,field.n.01,,126,342,6,373,1232711,,home,514818,home.n.01,12,18,129,452,plate
home,2387168,,514845,diamond.n.01,,18,23,125,450,1232738,,home,514818,home.n.01,12,18,129,452,plate
home,2363437,,3745801,trim.n.01,,36,141,86,223,4174429,,home,1736217,home.n.01,63,155,36,230,with
home,2405670,,653926,chimney.n.01,,21,18,363,185,1710045,have.v.01,home,653925,home.n.01,145,118,332,163,has
home,2405702,,329932,patio.n.01,,12,15,265,282,518864,,home,329931,home.n.01,23,20,265,273,with
home,2380367,,545938,track.n.09,,9,500,0,153,1338642,about.r.07,home,545947,home.n.01,35,38,457,116,near
home,2387168,,514846,baseball.n.01,,82,64,123,392,1232739,,home,514818,home.n.01,12,18,129,452,plate
home,2386780,,1282556,window.n.01,,106,25,454,186,3512677,have.v.01,home,1282560,home.n.01,355,481,19,1,has
home,2407011,,1099471,step.n.04,,64,63,435,173,3230380,,home,1099472,home.n.01,156,36,464,81,with
home,2407495,,1097280,beach.n.01,,11,104,212,488,3227566,be.v.01,home,1097269,home.n.01,50,126,111,448,on a
home,2359922,,2495267,window.n.01,,115,77,72,97,3667338,have.v.01,home,3536674,home.n.01,443,315,7,55,has
home,2344943,,2232778,basement.n.01,,60,102,3,126,3878681,have.v.01,home,2232777,home.n.01,191,330,1,0,has
home,2327718,,4126561,,,152,478,3,79,4612862,,home,4126562,,148,332,160,4,parked in
home,2358661,,800335,water.n.01,,114,495,1,217,2242068,be.v.01,home,800338,home.n.01,17,35,27,197,near
home,2339862,,2006965,scoreboard.n.01,,60,113,34,0,4038958,along.r.01,home,3692094,home.n.01,12,20,50,7,on
home,2339739,,3728536,tree.n.01,,226,145,292,74,4136329,be.v.01,home,2238672,home.n.01,71,99,394,212,behind
home,2339397,,3972052,,,51,98,271,152,4548341,,home,3972051,,78,141,171,101,behind
home,2380367,,545938,track.n.09,,9,500,0,153,1338640,about.r.07,home,545947,home.n.01,35,38,457,116,near
home,2354483,,837981,train.n.01,,262,242,153,50,2367327,behind.r.01,home,838028,home.n.01,18,29,442,208,behind
home,2395092,,4392448,,,223,100,17,133,4720151,,home,4392447,,51,104,32,305,plate umpire in
home,2354483,,837981,train.n.01,,262,242,153,50,2367326,behind.r.01,home,838027,home.n.01,17,10,395,212,behind
home,2354214,,3217100,fence.n.01,,109,356,12,109,4229917,behind.r.01,home,3778005,home.n.01,139,369,4,0,behind
home,2336958,,3661267,ma.n.01,,315,287,59,144,3961393,wait.v.01,home,2469153,home.n.01,225,339,2,64,waiting
home,2335230,,3925570,,,32,271,214,170,4451663,,home,2893056,home.n.01,26,30,265,149,on
home,2341926,,938693,grass.n.01,,301,499,0,73,2769426,in.r.01,home,938716,home.n.01,16,42,310,61,in
home,2333734,,4650678,,,276,111,191,4,4821555,,home,4650679,,396,362,7,4,has
home,2379816,,4583545,,,70,69,373,70,4794047,,home,4583546,,72,55,368,55,with a
home,2380975,,1340633,hill.n.01,,23,59,2,197,3595900,along.r.01,home,1340632,home.n.01,13,27,16,189,on
home,2407495,,1097278,porch.n.01,,14,77,151,474,3227561,have.v.01,home,1097269,home.n.01,50,126,111,448,has a
home,2396938,there is a lake.,1193972,lake.n.01,"3821744 , 3821736 , 3821721",170,499,0,204,4288132,neglect.v.01,home,3821743,home.n.01,100,129,0,98,overlooking
like,2408608,,258297,shirt.n.01,,269,278,71,230,291075,along.r.01,word like,258313,word.n.01,53,60,156,380,on
like,2408608,,258297,shirt.n.01,,269,278,71,230,291094,along.r.01,word like,258313,word.n.01,53,60,156,380,on
like,2390481,,496917,distance.n.01,,97,499,1,1,1158616,in.r.01,tree like growths,496921,"growth.n.01 , tree.n.01",16,20,242,82,in
continue,2316283,phones,1054862,telephone.n.01,"1054855 , 1054849",375,334,110,0,3169527,along.r.01,continue,1054851,,15,44,165,187,on
exit,2373944,,3120372,ceiling.n.01,,72,178,320,1,4123088,along.r.01,exit,3723472,exit.n.01,28,31,443,38,on
exit,2361941,,778371,train.n.01,,281,371,65,45,2133928,along.r.01,exit,778388,exit.n.01,174,57,145,97,on
exit,2340255,,3242630,hosiery.n.01,,207,168,164,289,4031936,indicate.v.02,exit,2090673,exit.n.01,36,31,170,287,point of
exit,2340277,,948238,door.n.01,,499,156,77,1,2807586,along.r.01,exit,948241,exit.n.01,18,45,159,408,on
exit,2404250,,344932,sign.n.02,,27,23,460,40,572359,be.v.01,exit,344936,exit.n.01,16,10,467,42,on a
exit,2340277,,948238,door.n.01,,499,156,77,1,2807579,along.r.01,exit,948241,exit.n.01,18,45,159,408,on
exit,2340277,,948252,train.n.01,,499,330,2,0,2807574,along.r.01,exit,948241,exit.n.01,18,45,159,408,on
exit,2340277,,948238,door.n.01,,499,156,77,1,2807560,along.r.01,exit,948241,exit.n.01,18,45,159,408,on
exit,2361878,,3752915,airplane.n.01,,184,340,0,70,4186878,along.r.01,exit,1929784,exit.n.01,45,24,196,172,on
exit,2361878,,3752915,airplane.n.01,,184,340,0,70,4186879,along.r.01,exit,2511624,exit.n.01,24,14,152,169,on
exit,2355738,,3774166,door.n.01,,368,158,264,5,4223769,write.v.01,exit,2142358,exit.n.01,16,37,323,297,written on
exit,2388000,,676017,bus.n.01,,272,449,26,15,1779698,along.r.01,exit,676027,exit.n.01,140,78,76,58,on
exit,2388000,,676017,bus.n.01,,272,449,26,15,1779689,along.r.01,exit,676027,exit.n.01,140,78,76,58,on
exit,2393882,,4426567,,,150,51,94,156,4734275,,exit,4426566,,68,42,162,117,sign over a
exit,2388000,,676017,bus.n.01,,272,449,26,15,1779684,along.r.01,exit,676027,exit.n.01,140,78,76,58,on
exit,2393653,,2486367,diner.n.01,,483,477,15,14,3808196,,exit,2486366,exit.n.01,157,67,103,37,at
exit,2333232,,3686543,wall.n.01,,223,178,286,21,4024954,along.r.01,exit,3264720,exit.n.01,41,49,429,64,on
exit,2355716,,2573994,door.n.01,,87,48,381,95,4399865,,exit,3894327,,64,179,262,108,sign above
exit,2331554,,3132906,airplane.n.01,,155,405,2,107,4101003,along.r.01,exit,3377775,exit.n.01,45,21,286,163,on
exit,2389950,,1255588,road.n.01,,125,231,196,204,3467837,,exit,1255593,exit.n.01,45,63,270,167,of
exit,2410510,,215778,literature.n.02,,7,11,451,97,215007,sign.v.02,exit,215735,exit.n.01,31,51,80,105,sign
exit,2410510,,215741,classroom.n.01,,33,473,3,165,214981,,exit,215735,exit.n.01,31,51,80,105,to
exit,2410510,,215736,area.n.01,,38,54,93,136,214973,,exit,215735,exit.n.01,31,51,80,105,to
exit,2363291,,1840491,jet.n.01,,107,437,62,162,4175733,along.r.01,exit,1823689,exit.n.01,25,15,351,180,on
exit,150441,,3694356,door.n.01,,109,78,377,271,4044492,above.r.01,exit,1567422,exit.n.01,157,163,347,119,above
exit,2329979,,3233576,door.n.01,,232,102,396,186,3961124,above.r.01,exit,3233575,exit.n.01,35,42,435,158,above
exit,1698,,4530616,,,30,32,335,224,4773437,,exit,4530615,,30,53,322,226,written in
exit,2380179,,547284,back.n.01,,146,160,171,134,1342998,be.v.01,exit,547283,exit.n.01,97,38,242,163,in
exit,2319509,,3156377,building.n.01,,368,491,3,5,4494530,,exit,2996064,exit.n.01,89,52,389,114,of
exit,2318489,,1010222,ceiling.n.01,,144,497,0,4,3016131,along.r.01,exit,1010245,exit.n.01,28,24,353,80,on
exit,2355738,,3774170,door.n.01,,364,136,140,5,4223771,along.r.01,exit sign,3774159,,23,39,179,274,on
exit,2367784,,2543580,window.n.01,,267,55,1,2,4355631,along.r.01,exit sign,2543579,,61,39,14,27,on
exit,2367158,,2259476,garage.n.01,,10,131,95,141,4361914,in.r.01,exit sign,2259475,,40,48,306,82,in
exit,2362265,,3528653,door.n.01,,71,65,62,427,3649494,above.r.01,exit sign,3528652,,12,7,83,408,above
exit,2364575,,640327,ceiling.n.01,,39,141,13,5,1675337,hang.v.01,exit sign,640297,,23,22,104,44,hangs from
exit,2363209,,767130,wall.n.01,,61,61,383,11,2096994,along.r.01,exit sign,767129,,15,9,415,38,on
exit,2362649,,772524,door.n.01,,86,67,199,99,2112072,be.v.01,exit sign,772523,,21,25,217,40,above
exit,2366586,,627486,wall.n.01,,46,107,79,1,1624631,along.r.01,exit sign,627473,,15,22,138,30,on
exit,2366586,,627476,door.n.01,,108,23,105,64,1624642,over.r.01,exit sign,627473,,15,22,138,30,over
exit,254,,3787575,door.n.01,,550,295,274,247,4246455,hang.v.01,exit sign,1538240,,68,115,386,44,hanging above to
exit,2351184,,2143027,door.n.01,,105,92,193,132,3790364,above.r.01,exit sign,2143026,,12,14,237,114,above
exit,2414523,parking,156500,parking.n.01,3799671,37,100,2,291,4266673,,exit sign,156524,,7,21,17,285,to a
exit,2414765,,152393,apartment.n.01,,369,497,3,4,147102,,exit door,152399,,183,91,47,75,of
exit,2316650,,3325098,airplane.n.01,,174,463,9,53,4518716,,exit door,3325097,,35,25,188,132,on fuselage of
exit,2320262,,3316086,ceiling.n.01,,62,493,2,0,4489559,,exit sign,3316085,,23,30,148,33,from
exit,2324071,,3499287,door.n.01,,199,19,433,115,4527766,,exit sign,3499286,,59,35,461,0,above
exit,2327496,,2828191,wall.n.01,,303,160,338,0,3633089,along.r.01,exit plan,2828190,,57,31,403,97,on
exit,2327974,,3936763,,,48,188,209,0,4471742,,exit sign,3323449,,30,30,251,47,suspended from
exit,2328060,,4119824,,,368,490,1,5,4611936,,exit sign,4124252,,32,38,377,156,built into a
exit,2353876,,2703707,door.n.01,,180,96,353,106,4231651,hang.v.01,exit sign,2703706,,42,45,338,55,hanging above
lots,2370830,,1896273,mantle.n.01,,100,162,42,99,4320402,along.r.01,lots,3856500,batch.n.02,38,123,31,64,of photos in frames on
lots,2362906,board,2631465,board.n.02,"3890023 , 3334779",63,107,110,161,4394425,along.r.01,lots,3890022,batch.n.02,245,406,44,52,of people on snow
lots,2369522,,4001330,,,21,418,8,62,4560586,,lots,4001331,,32,232,37,101,of people standing a
lots,2369522,,4001330,,,21,418,8,62,4560587,,lots,4001331,,32,232,37,101,of people standing a
lots,2344312,,1043717,bread.n.01,,138,130,314,191,3127630,,lots,1043739,batch.n.02,213,132,305,85,of
lots,2412538,,192259,motorcycle.n.01,,33,50,96,168,185735,,lots,192289,batch.n.02,32,77,95,171,of
lots,2370830,,1896273,mantle.n.01,,100,162,42,99,4320401,along.r.01,lots,3856500,batch.n.02,38,123,31,64,of photos in frames on
lots,2374065,,729073,wave.n.01,,198,497,1,131,4310879,along.r.01,lots,3850131,batch.n.02,57,462,25,243,of white froth on top of
lots,2374065,,729073,wave.n.01,,198,497,1,131,4310878,along.r.01,lots,3850131,batch.n.02,57,462,25,243,of white froth on top of
lots,2362906,board,2631465,board.n.02,"3890023 , 3334779",63,107,110,161,4394426,along.r.01,lots,3890022,batch.n.02,245,406,44,52,of people on snow
lots,2396338,,1198717,,,181,497,2,3,3371477,,lots,1198716,batch.n.02,175,496,3,2,of
lots,2398432,,4318962,,,31,40,179,115,4689003,,lots,4318961,,76,480,16,70,of people in
lots,2398432,,4318962,,,31,40,179,115,4689002,,lots,4318961,,76,480,16,70,of people in
lots,2400382,,4290045,,,50,63,63,263,4677899,,lots,4290044,,200,156,64,94,of toppings on
lots,2400382,,4290045,,,50,63,63,263,4677898,,lots,4290044,,200,156,64,94,of toppings on
lots,2323616,,4098346,,,179,498,1,118,4601097,,lots,4098345,,123,493,4,96,of wires coming from
lots,2323616,,4098346,,,179,498,1,118,4601098,,lots,4098345,,123,493,4,96,of wires coming from
lots,2403737,,350086,window.n.01,,43,93,5,58,593356,,lots,350085,batch.n.02,24,98,0,52,of
lots,2404488,,342097,gravel.n.01,,113,493,5,155,563709,,lots,342124,batch.n.02,143,494,6,149,of
lots,2396587,,442823,leaf.n.01,,43,79,354,71,981313,,lots,442824,batch.n.02,47,79,355,68,of
lots,2346605,,897817,leaf.n.01,,350,109,16,4,2619054,,lots of,897822,batch.n.02,204,175,25,33,green
lots,2410358,,219658,walk.n.01,,254,255,95,245,219937,people.v.01,lots of,219657,batch.n.02,371,343,0,128,people
lots,2369565,,2183141,land.n.04,,160,495,2,171,4334721,along.r.01,lots eat,3862786,batch.n.02,47,309,30,283,on
lots,2362467,,2648522,building.n.01,,204,87,250,9,4181928,in.r.01,parking lots,3750062,parking_lot.n.01,38,63,245,104,in middle of
lots,2412525,,3378386,city.n.01,,373,499,0,0,3764652,in.r.01,parking lots,3378384,parking_lot.n.01,184,497,0,188,in
lots,2332983,,968270,fence.n.01,,195,398,1,0,2887206,be.v.01,lots of trees,968271,"batch.n.02 , tree.n.01",189,400,0,1,are behind
lots,2402196,,391862,floor.n.01,,202,373,0,298,791547,along.r.01,lots of trash,391863,"batch.n.02 , rubbish.n.01",207,369,4,292,on
lots,2402196,,391862,floor.n.01,,202,373,0,298,791546,along.r.01,lots of debris,391861,"batch.n.02 , debris.n.01",209,371,0,290,on
lots,2350401,,3900718,,,355,375,8,5,4410631,,lots of orange,868287,batch.n.02,119,107,79,256,in
days,2357416,,1707685,building.n.01,,184,42,217,7,3705286,along.r.01,days,1707683,day.n.01,34,9,242,80,on side of
which,2365151,,2113515,plate.n.04,,68,259,31,132,4386518,along.r.01,sand which,3885827,sand.n.01,75,161,78,333,on
part,1204,,1541864,floor.n.01,,160,396,1,102,3896739,,part,3635278,part.n.01,26,53,240,222,of
part,2361240,black band,1890495,set.n.05,"2553382 , 3532460",30,43,376,415,4395948,,part,3891266,part.n.01,25,22,385,411,of
part,2361243,button,2180017,button.n.01,2364526,4,4,76,273,4395941,,part,3891264,part.n.01,14,10,72,269,of
part,2361243,,2565813,tail.n.01,,54,17,174,179,4395940,,part,3891263,part.n.01,23,9,180,190,of
part,2361245,,783278,branch.n.01,,20,38,153,78,2157658,,part,783277,part.n.01,5,11,156,85,of a
part,2361245,,783274,roof.n.01,,19,111,133,139,2157656,,part,783273,part.n.01,7,9,176,145,of a
part,2361245,,783272,trouser.n.01,,34,20,85,215,2157655,,part,783271,part.n.01,7,5,90,222,of
part,2361245,,783270,shadow.n.01,,8,90,0,247,2157654,,part,783269,part.n.01,9,28,1,247,of
part,2361245,,783266,board.n.02,,19,30,75,179,2157652,,part,783265,part.n.01,13,12,74,187,of a
part,2361245,,783264,camera.n.01,,90,27,239,242,2157651,,part,783263,part.n.01,59,31,124,208,of
part,2361312,poster,2353936,poster.n.01,2696288,100,23,352,275,3658311,,part,3532302,part.n.01,50,22,351,265,of
part,2361322,,2636264,fence.n.01,,73,137,354,102,4191485,,part,3755583,part.n.01,60,136,362,119,of a
part,2361322,,2382529,helmet.n.02,,111,89,100,55,4191484,,part,3755582,part.n.01,99,90,92,66,of a
part,2361322,,1669803,horse.n.01,,292,207,157,70,4191483,,part,3755581,part.n.01,358,250,131,20,of a
part,2361322,,3755580,hoof.n.01,,34,34,266,331,4191482,,part,3755579,part.n.01,40,40,262,320,of a
part,2361366,nose,1787355,nose.n.01,2125262,13,12,220,214,4191020,,part,3755362,part.n.01,6,9,226,213,of
part,2361366,,1869200,quilt.n.01,,76,103,24,169,4191019,,part,3755361,part.n.01,28,30,51,239,of
part,2361371,,1667918,shirt.n.01,,133,305,77,132,4395754,,part,3891130,part.n.01,30,32,186,180,of a
part,2361134,,2073167,,,67,168,4,89,4395998,,part,3891294,part.n.01,224,75,17,109,of
part,2361371,,3153075,watch.n.01,,22,13,291,224,4395752,,part,3891129,part.n.01,11,8,295,225,of a
part,2361132,,3335113,window.n.01,,148,122,202,74,4396000,,part,3891297,part.n.01,108,79,214,162,of a
part,2361132,desk,2553386,desk.n.01,2275174,132,125,82,211,4396002,,part,3891299,part.n.01,103,80,122,240,of a
part,2360516,,2377325,floor.n.01,,62,77,173,217,4201860,,part,3533865,part.n.01,79,307,114,198,of
part,2360531,,2654968,bowl.n.01,,346,492,4,27,4201636,,part,3760707,part.n.01,39,27,448,135,of
part,2360703,,3462008,wall.n.01,,77,82,48,151,3827704,,part,3606033,part.n.01,36,89,40,206,of a
part,2360786,,785893,,,27,66,266,43,2174370,,part,785902,part.n.01,7,8,110,372,of
part,2360786,,785905,bathtub.n.01,,49,50,314,340,2174369,,part,785902,part.n.01,7,8,110,372,of
part,2360786,,785907,,,44,25,136,259,2174355,,part,785906,part.n.01,14,42,137,258,of
part,2360786,,785905,bathtub.n.01,,49,50,314,340,2174354,,part,785904,part.n.01,10,23,293,351,of
part,2360786,,785903,,,26,38,95,368,2174353,,part,785902,part.n.01,7,8,110,372,of
part,2360868,,3188908,car.n.01,,93,158,215,311,4197178,,part,3758603,part.n.01,80,44,47,371,of
part,2360902,mesh,1897453,mesh.n.01,2525749,233,133,0,142,4196644,,part,3758295,part.n.01,48,34,15,294,of
part,2360943,,1771092,box.n.01,,189,209,130,231,4196074,,part,3757973,part.n.01,27,29,229,386,of
part,2360964,,2526434,hair.n.01,,95,174,85,0,4195823,in.r.01,part,3757851,part.n.01,46,74,106,3,in
part,2361132,,1781649,floor.n.01,,97,293,157,244,4396007,,part,3891304,part.n.01,31,90,214,312,of a
part,2361132,,3452620,,,113,138,192,100,4396006,,part,3891303,part.n.01,146,70,163,86,of a
part,2361132,,3264185,chair.n.01,,20,27,207,202,4396005,,part,3891302,part.n.01,66,42,191,209,of a
part,2361132,,3257098,laptop.n.01,,50,52,120,201,4396004,,part,3891301,part.n.01,69,31,140,174,of a
part,2361132,lamp,1727014,lamp.n.01,2778173,94,67,66,164,4396003,,part,3891300,part.n.01,123,82,12,138,of a
part,2361132,,1866789,wall.n.01,,211,152,344,48,4396001,,part,3891298,part.n.01,129,175,318,102,of a
part,2360391,,2173497,table.n.02,,32,496,2,341,4396845,,part,1912267,part.n.01,13,40,212,340,of a
part,2361371,,3318990,arm.n.01,,73,80,318,180,4395750,,part,3891128,part.n.01,23,26,308,174,of a
part,2361388,,2553100,wall.n.01,,212,265,233,15,4190774,,part,3755243,part.n.01,36,33,304,90,of a
part,2361484,,1730668,bridge.n.01,,80,319,158,10,3657274,,part,3531787,part.n.01,39,80,232,39,of
part,2361567,,781172,wall.n.01,,42,205,119,64,2146321,,part,781171,part.n.01,31,288,83,67,of
part,2361609,,1707846,branch.n.01,,58,40,130,215,4395539,,part,3890976,part.n.01,44,66,115,226,of a
part,2361609,,1967185,wall.n.01,,90,465,34,284,4395537,,part,3890975,part.n.01,22,43,210,348,of a
part,2361642,,2700930,airplane.n.01,,158,470,21,77,4395495,belong_to.v.01,part,2420115,part.n.01,18,114,231,174,belonging to
part,2361642,,2700930,airplane.n.01,,158,470,21,77,4395494,belong_to.v.01,part,2420114,part.n.01,31,43,433,167,belonging to
part,2361642,,2700930,airplane.n.01,,158,470,21,77,4395493,belong_to.v.01,part,2420113,part.n.01,66,107,378,80,belonging to
be,2413687,,168335,bus.n.01,,170,391,61,105,161921,see.v.01,building can be,168359,building.n.01,89,119,287,93,seen through windows
second,2349490,,874406,balcony.n.01,,45,104,241,51,2521814,shock.v.01,second,874414,second.n.01,102,228,225,0,floor
second,2393075,these clock,1223237,clock.n.01,1223196,72,67,18,83,3419647,pass.v.05,second,1223195,second.n.01,63,63,21,91,hand
second,2393075,these clock,1223218,clock.n.01,1223194,62,74,220,80,3419646,pass.v.05,second,1223193,second.n.01,55,85,216,79,hand
second,2414900,,3974408,,,52,41,457,160,4549274,,second,3974409,,88,27,465,148,set of railroad
second,2408292,,264479,formation.n.01,,110,132,285,148,305593,beckon.v.01,second,264489,second.n.01,42,127,274,168,wave
second,2408334,,263809,pillar.n.01,,172,87,254,87,303618,digest.v.03,second,263808,second.n.01,92,90,247,179,support
second,2408334,,263809,pillar.n.01,,172,87,254,87,303617,digest.v.03,second,263808,second.n.01,92,90,247,179,support
second,2389898,,1256159,hand.n.01,,77,49,229,185,3468483,,second,1256158,second.n.01,75,50,236,197,silver
second,2414900,,3974408,,,52,41,457,160,4549273,,second,3974409,,88,27,465,148,set of railroad
second,2387206,,514602,clock.n.01,,130,127,25,141,1231699,along.r.01,second,514614,second.n.01,13,54,79,193,attached on
second,2414892,,149840,box.n.01,,146,411,88,0,144677,,second,149839,second.n.01,99,75,0,32,pizza
second,285831,,4405524,,,243,472,203,213,4725584,,second,4405525,,80,35,408,267,story window in white
second,285831,,4405523,,,93,161,251,336,4725583,,second,4405522,,46,33,343,261,story window in white
second,2387206,,514602,clock.n.01,,130,127,25,141,1231691,along.r.01,second,514614,second.n.01,13,54,79,193,attached on
second,2400074,,1163354,building.n.01,,85,262,107,283,3315124,along.r.01,second,1163365,second.n.01,74,90,276,265,story on
