word_en_translate,image_id,questions,que_and_anw_id,answers
in line,2369851,what man is not in line for the bus,1831519,the man with the checkered shirt
in line,2330915,what color vehicle is first in line,530840,red
in line,2372453,what is the last kid in line holding,1885033,a tennis racket
in line,2412624,how many people are standing in line,1129055,seven
in line,2373986,how many people are standing in line,1917495,several people
because,2372533,what is on the ground because of sunlight,1886949,shadows
because,150356,what are people holding because of the rain,1001368,umbrellas
because,2389401,what are people carrying because of the rain,1351681,umbrella
because,2401812,what has the boat caused because the boat has moved,1251504,ripples or wake behind the boat
because,2362477,who is displaying poor posture because of a backpack,1682073,girl standing at display case
because,2346105,what cannot be determined because of the squirt bottle used for the mustard,838536,the brand and nutrient content
because,2361794,what two items stand out because the items are clear while other items are blurry,1668707,a hand and a phone in it
because,2341353,why are the two people in the leftmost side of the photo covering themselves from the sun because it is hot or because it is cold,586417,because it is hot
four,2375263,who has four legs,1942511,one dog
four,2395452,who has four legs,1575959,one elephant
four,2395257,who has four legs,1574820,the dog
four,2395035,who has four legs,1573465,one zebra
four,2394929,who has four legs,1572842,the giraffe
four,2394866,who has four legs,1572513,one horse
four,2394678,who has four legs,1571319,one deer
four,2394592,who has four legs,1379564,the horse
four,2369404,who has four legs,1822634,the horse
four,2394390,who has four legs,1505236,the dog
four,2394288,who has four legs,1568956,the cat
four,2394086,who has four legs,1503553,one giraffe
four,2393961,who has four legs,1567179,one horse
four,2393357,who has four legs,1500062,toy dog
four,2392978,who has four legs,1562494,one giraffe
four,2362397,who has four legs,1680426,both the giraffe and zebra
four,2392845,who has four legs,1370535,the horse
four,2392655,who has four legs,1560713,the horse
four,2392548,who has four legs,1368861,zebra
four,2392293,who has four legs,1558723,one zebra
four,2363121,who has four legs,1694977,the horse
four,2391701,who has four legs,1430634,the zebra
four,2391682,who has four legs,1555384,the dog
four,2391681,who has four legs,1364132,one giraffe
four,2395860,who has four legs,1386723,the horse
four,2395923,who has four legs,1578282,the horse
four,2395976,who has four legs,1578536,one giraffe
four,2396375,who has four legs,1389244,one elephant
four,2358112,who has four legs,1594244,the horse
four,2358438,who has four legs,1600670,the giraffe
four,2358535,who has four legs,1602679,a dog
four,2402150,who has four legs,1256930,one horse
four,2402074,who has four legs,1255473,the horse
four,2401832,who has four legs,1251916,one giraffe
four,2401548,who has four legs,1246416,sheep
four,2401501,who has four legs,1245417,one zebra
four,2358696,who has four legs,1606335,one horse
four,2401041,who has four legs,1235244,one horse
four,2400930,who has four legs,1232795,one dog
four,2363486,who has four legs,1702568,dog
four,2399879,who has four legs,1210232,a bear
four,2398166,who has four legs,1398877,the horse
four,2398110,who has four legs,1589757,the horse
four,2359589,who has four legs,1624439,one horse
four,2359720,who has four legs,1626833,one horse
four,2397362,who has four legs,1519950,one sheep
four,2397286,who has four legs,733601,the giraffe
four,2359967,who has four legs,1631978,a horse
four,2397198,who has four legs,1393394,one zebra
four,2397112,who has four legs,1584120,the sheep
home,2412579,where is the home,1127908,next to the barn
home,2360225,what type of home,1637315,tri level
home,2392191,where is home base,1558185,in front of the batter
home,2331045,where is home plate,850579,under the bat
home,2403247,where is home plate,1278546,between the batter s legs
home,2402302,where is home plate,217815,next to the batter
home,2400339,where is home plate,1219404,in front of batter
home,2400295,where is home plate,1218438,under the pitcher
home,2356393,where is home plate,574430,in front of the catcher
home,2362016,what is headed home,1672758,the train
home,2362091,where is home plate,1674272,near the batter s box
home,2391706,where is home plate,1430666,below the hitter
home,2415918,where is home plate,938496,under bat
home,2391254,where is home plate,1489170,under the umpire
home,2364013,where is home plate,1713212,near the batter s box
home,2366438,where is home plate,1761600,by the batter s feet
home,2366782,where is home plate,1768723,on the dirt
home,2366782,where is home plate,1768711,near the boy s feet
home,2385323,where is home plate,231391,beside the batter
home,2368584,where is home plate,1805802,by batter
home,2370635,who is running home,1846448,player
home,2371403,where is home plate,242522,to the right of the boy
home,2373432,where is home plate,1905713,next to the batter
home,2373011,where is home plate,1897310,under the batter
home,2322975,where is home plate,872552,in front of the batter s feet
home,2406561,where is home plate,1187899,by the batters right foot
home,2396399,where is home plate,1515640,dirt
home,2413271,where is home plate,1144673,in front of the empire
home,2375203,who is at home plate,1941500,walker
home,2389805,who is at home plate,1420577,the batter
home,2402765,who is at home plate,1268333,a batter
home,2405457,who is at home plate,1160751,a batter
home,2392191,who is at home plate,1558182,the batter
home,2402368,who is at home plate,1261054,the batter
home,2366262,who is at home plate,1758124,the umpire
home,2377953,who is at home plate,1992335,the batter with the bat
home,2397612,who is at home plate,1521061,hind catcher
home,2359207,who is at home plate,1617228,a batter
home,2362434,who is at home plate,1681244,catcher
home,2396773,who is at home plate,1517218,a batter
home,2371928,who is at home plate,1873850,a player
home,2415885,who is at home plate,965330,baseball player
home,2362105,who is at home plate,1674561,the batter catcher and the umpire
home,2321133,who brought this home,887282,a shopper
home,2358276,who lives in the home,444662,no one
home,2366932,what is near the home,1771424,a crowd of people
home,2412065,what is outside a home,1116699,a small table
home,2355495,what color is the home,511181,brown
home,2372582,who is near home plate,241588,a batter and a catcher
home,2360783,what color is the home,251016,red
like,2417652,what is it like,952363,wooly
like,2358600,what is sky like,1604197,bright with clouds
like,2388562,what is sky like,1347500,overcast and grey
like,2406303,what is sky like,1181127,clear and blue
like,2413572,what is sky like,1009570,clear blue
like,2395581,what is cat like,1385450,man s eyes
like,2359065,what is sky like,1614373,blue with white clouds
like,2358786,what is sky like,1608433,blue and clear
like,2415079,what is sky like,1036861,clear blue
like,2364351,what is sky like,1720271,cloudy and grey
like,2409734,what is sky like,1088418,yellow sunset
like,2392269,what is sky like,1558584,grey and cloudy
like,2365061,what is sky like,1734227,blue and clear
like,2359934,what is sky like,1631276,cloudy
like,2383304,what weather like,808784,sunny
like,2408137,what weather like,191294,clear
like,2384564,what weather like,807772,windy
like,2402110,why fly like this,665763,air show
like,2365596,what is edge like,1745042,jagged
like,2387704,what weather like,805264,sunny
like,2327727,what weather like,789235,sunny
like,2368124,what weather like,820925,clear
like,2395914,what traffic like,478847,busy
like,2361731,what is knot like,1667488,loose
like,2365690,what is grass like,1746899,dry
like,2398061,how s the sky like,1589448,blue
like,2363379,what is water like,1700379,calm
like,2365911,what is couch like,1750948,leather
like,2389229,how sky looks like,1541942,clear
like,2396534,how s the sky like,1581164,overcast
like,2397651,how s the sky like,1587068,clear
like,2360933,what is floor like,1651955,grated
like,2358786,what is water like,1608439,gentle with small waves
like,2365835,what is glass like,1749590,the middle drawer
like,2365689,what is water like,1746897,rough
like,2365814,what is clock like,1749248,art deco
like,2406470,what is ground like,1185718,green grass with yellow leaves
like,2371094,what s the sky like,1856340,overcast
like,2361731,what is collar like,1667486,open
like,2361942,what s the sky like,1671350,overcast
like,2360258,what s the sky like,1638098,overcast
like,2365586,what is laptop like,1744843,open
like,2393022,what s the sky like,1498494,overcast
like,2365610,what are walls like,1745334,wood
like,2399292,what s the sky like,1529356,cloudy
like,2361697,what is boards like,1666741,uneven
like,2397829,what s the sky like,1522019,overcast
like,2361530,what s the sky like,1663686,clear
like,2363556,how is the sky like,1704049,filled with smoke
like,2398776,what s the sky like,1593720,overcast
situation,2361089,when would this situation occur,1655319,evening
situation,2399668,what is the situation on the field,1531288,empty
situation,2367737,what is the situation in this image,437210,three males are happily sitting at the table
situation,2394304,what situation is this tv in off or on,1377824,on
situation,2390474,what situation would bring this hydrant into use,1549088,fire
situation,2389191,what is the situation with the christmas tree lights,1541723,they are on
situation,2376241,what would you really need the fork for in this situation,1962418,all this is finger food
continue,2386512,when will the girl continue,550350,when the people have crossed
continue,2382416,why would you continue to drive through the intersection,425607,the light is green
exit,2381256,when is the exit,426529,m
exit,2369395,where is the exit,1822418,behind the bookshelf
exit,2374626,where is the exit,751728,in the back of the room
exit,2339142,where is the exit,268247,left
exit,2389824,where is the exit,803567,outside the fence
exit,2350617,where is the exit,450383,to the right
exit,2359562,where is exit sign,1623874,in background
exit,2392373,where is neath exit,1434112,a
exit,2391849,how far is the exit,1365060,mi
exit,2410317,how many exit signs,173848,
exit,2407310,what way is the exit,197911,to the left
exit,2375185,what exit is the sign,1941177,exit
exit,2389244,where is the exit sign,1417450,right of door
exit,2374626,where is the exit sign,1930310,in the distance near the celing overlooking the white hat with a stripe of red
exit,2375172,where is the exit sign,1940943,above the door
exit,2394351,where is the exit sign,1505025,above the right door
exit,2389244,where is the exit sign,1542039,by the door
exit,2389244,where is the exit sign,1350804,by the door
exit,61593,where is the exit sign,993852,above the door
exit,2394451,where is the exit sign,1505601,over the door
exit,2368728,where is the exit sign,1808627,ceiling
exit,2366672,where is the exit sign,1766532,above the door
exit,2366672,where is the exit sign,1766536,above the glass doors
exit,2366482,where is the exit sign,246469,above the man s head on the left
exit,2364407,where is the exit sign,759897,over the door
exit,2364176,what exit is coming up,1716652,exit to cypress creek rd
exit,2362649,where is the exit sign,1685488,above the door
exit,2345043,where is the exit sign,263567,above the door
exit,2340075,where is the exit sign,523513,above the man s head
exit,2320262,where is the exit sign,894250,on wall
exit,2414319,where is the exit sign,1337674,the sign is above the door
exit,2371158,where is the exit sign,370710,above the opening in the curtain
exit,2395896,where is the exit sign,414898,by the door
exit,2377614,where is the exit sign,1987751,above the door
exit,2415425,where is the exit sign,934549,above the door
exit,2408768,where is the exit sign,1067189,wall
exit,2402462,where is the exit sign,1262899,back of man to right
exit,2408768,where is the exit sign,1067176,over the door
exit,2411788,where is the exit sign,1112166,on the gate
exit,2408098,where is the exit sign,1052455,above the door
exit,2410945,where is the exit sign,1319484,top of door
exit,2410945,where is the exit sign,1319470,above the window
exit,2397311,who would use the exit,669594,drivers
exit,2407080,where are the exit sign,1198721,above the doors
exit,2394451,where are the exit signs,671881,over the doors
exit,2333918,where is the no exit sign,400500,on the front traffic light
exit,2394451,where are the exit lights,1505609,over the door
exit,2397311,what direction is the exit,669593,east
exit,2361719,what exit number is on sign,1667224,
exit,2360398,what color is the exit sign,379312,green
suddenly,2369037,how can the man plow the field if both horses suddenly died,1815071,with the tractor
from here,2323701,where are they gonna go from here,866743,down the hill
from here,2388779,why won t the bicycle move from here,1415168,propped against fence
lots,2361434,what is lots of trees,1661889,green
lots,2392076,where is lots of meat,1557532,in a sandwich
lots,2392076,where is lots of meat,1366291,in the sandwich
lots,2400733,what has lots of wool,1228477,white sheep
lots,2392767,what is there lots of,1435975,vegetables
lots,2395822,what has lots of light,1513110,building
lots,2364349,where is lots of candy,1720234,in a glass bowl
lots,2367426,where is lots of trash,1780891,on the ground
lots,2371379,what has lots of leaves,1862283,a tree
lots,2394661,what has lots of leaves,1379993,the trees
lots,2414242,what has lots of cheese,1020233,pizza
lots,2398042,what has lots of leaves,1589331,the trees
lots,2362449,what has lots of leaves,1681503,the trees
lots,2371344,what has lots of windows,1861641,the airplane
lots,2372194,what has lots of windows,1879498,the building
lots,2372471,what has lots of windows,1885495,a building
lots,2371145,what has lots of windows,1857373,the building
lots,2365734,who has lots of whiskers,1747728,a cat
lots,2372895,what has lots of windows,1894869,the buildings
lots,2373714,what has lots of flowers,1911642,a tree
lots,2374353,what has lots of windows,1924315,green building
lots,2375452,what has lots of windows,1946268,city
lots,2376101,what has lots of windows,1959599,building
lots,2389758,what has lots of windows,1420305,the building
lots,2397150,what has lots of stories,1584359,building
lots,2393681,what has lots of windows,1565718,the tall brown building
lots,2389721,what has lots of windows,1353467,large building
lots,2393352,what has lots of branches,1438526,the tree
lots,2393173,why are there lots of trees,1437926,inner city park
lots,2373295,what has lots of orange tape,496937,a cardboard box
lots,2408086,why are there lots of toilets,1052156,they are for sale
lots,2375710,what has lots of stuff on top,1951316,coffee table
lots,2,what has lots of glass windows,986936,the building
lots,2387967,what item has lots of branches,1474012,tree
lots,2410915,what has lots of glass windows,1318824,building
lots,2365521,what does the sky have lots of,1743501,clouds
lots,2368020,what does the sky have lots of,1793498,clouds
lots,2353148,how many parking lots are there,640946,
lots,2369586,what is white with lots of keys,1826302,keyboard
lots,2372232,where is there lots of cat hair,561767,on the green blanket
lots,2390088,what has lots of beige carpeting,1546849,the bathroom floor
lots,2367920,what does the pizza have lots of,1791367,cheese
lots,2375502,what building has lots of windows,1947207,its the building in the middle of the picture
lots,2399929,what is parked in the parking lots,1211200,cars
lots,2318853,why are lots of people in the image,905528,they are waiting for or leaving the trains
lots,2387486,what are there lots of in the photo,1532869,brown plants
lots,2387486,what are there lots of in the photo,1532868,plants
lots,2388796,what part of the goat has lots of hair,1539790,ears
lots,2391604,what is fully baked with lots of cheese,1490776,pizza
lots,2373288,why there are lots of leaves on the ground,1902803,fall season
days,2372248,where is days written down,1880581,on paper
days,2410440,how many days are no parking,172866,one
days,2401394,what are the days on the sign,1243282,tuesday and friday
days,2415818,how many days remain in the countdown,937695,
days,2361163,what days are written on the yellow sign,250719,mon sat
days,2401091,how will these bananas change in a few days,1236403,from green to yellow
days,2399877,what days are excluded from metered parking,1210213,sundays and city holidays
days,2394557,what days does the hour parking limit apply to,1570558,monday through saturday
days,2390782,where is the days inn and suites hotel located,1550856,on side of road
days,2342396,how many days is the no stopping sign in effect,468689,days
days,2339378,what days of the week are on the controlled zone sign,396132,mon and fri
days,2358196,what is this huge rocky thing that people climb for days,1595826,mountain
days,2392973,what does the white sign next to yellow road sign say is open days,1562474,ampol pumps
days,2358196,what very tall rock structure that takes people days to climb is this,1595830,mountain
continually,2315561,where has the horse continually been walking,931862,on the path
which,2367149,which corner is red,629740,bottom left
which,2409842,who is darker which giraffe,1090956,giraffe on left
which,2409842,who is lighter which giraffe,1090957,right
which,2391561,who knows which way to ortega hwy,289304,the sign reader
which,2345296,which way are the elephants facing,454245,left
which,2376395,where is the dog which is standing,1965838,behind the bending woman
which,2341125,how can you tell which season it is,842519,bare trees
which,2407648,what is the yellow on the sand which,1043028,potatoes
which,2328039,what is the stuff on which people ski,405198,snow
which,2407434,how do people know which bag is which,1206638,luggage tags
which,2394243,how do we know which airliner this is,224251,name on plane
which,2403326,how can people tell which bus this is,1280222,number
which,2405121,how do you know which way to whitetail,1153778,follow the arrow
which,2356247,where is the computer which is turned on,766424,right side
which,2349763,where is the animal which is not a giraffe,259804,in the middle
which,2390899,how will people know which direction to go,1487601,arrow on the ground
which,2373673,what is the blue object which can be sat on,1910813,a folding chair
which,2324727,how will passengers know which bus to catch,858532,the bus number
which,2413624,what color are the boxes which hold the food,1010755,black
which,2344512,what color are the cones which are not white,583894,orange
which,2390882,what is the ground color which bird stands on,1551400,brown
which,2404087,what is color of plate on which food is served,1296029,pink
which,2404595,what is the vessel color which is in the table,473102,grey
which,2360615,how is the bed on which the suitcase is placed,1645390,made
which,2364218,what color is the beam which supports the light,376263,green
which,2340704,what color is the podium on which the vase sits,842865,white
which,2403485,what is the white surface on which the food sits,1283768,a table
which,2407845,what is attached which almost touches the ground,1047017,trunk
which,2388457,who owns the house in which this photo was taken,1347008,jackson moore owns the house
which,2377909,what kind of mug is that which is white in color,1991848,coffee mug
which,2399696,what is the surface upon which the boy is standing,1407189,grass
which,2372661,how do you know which way to go in the parking lot,1889736,follow painted arrow
which,2342740,what is the direction in which the ship is sailing,329463,left
which,2334778,what color is the desk on which the cat is resting,399815,brown
which,2404428,how can someone tell which pizza was cooked longer,1304404,darker crust
which,2376297,when throwing which leg does the player put forward,1963625,his left
which,2350495,what color is the ground of which he is standing on,515179,brown
which,2409115,what color is the couch on which the man is sitting,1074954,red
which,2374889,what is the grey object which the bird is perched on,1935703,fence
which,2364182,what s the direction to which the shears are pointing,1716747,down
which,2394332,how is tree the leaves of which the giraffe is eating,1504910,thorny
which,2390558,what is ground s color which is visible in the picture,1358360,brown
which,2410451,what color is the rack on which the skillet is resting,1103596,silver
which,2341758,what is the substance on which the surfboard is riding,394230,water
which,2335448,what is the surface on which the motorcycles are parked,655090,cement
which,2410465,which nintendo gaming console is this woman controlling,172666,wii
which,2406906,what color is the paper on which the donuts are sitting,1195378,white
which,2401071,what color is the surface on which the bears are standing,1235943,brown
which,2371792,what color is the desk on which the computers are sitting,562121,white
which,2371304,what sign tells individuals which direction can be driven,1860884,one way sign
offer,2398313,who is the offer for,1591106,customers
offer,2369994,what is offer riding,1834284,bike
offer,2350816,what view does this offer,450226,a view of the ocean
offer,2397108,how much is the great offer,1392878,
offer,2389788,what activity does the resort offer,1420476,skiing and snowboarding
offer,2373759,what items on the beach offer shade,1912595,umbrellas
offer,2405374,what information does the sign offer,1158948,traffic and route information
offer,2377148,what kind of service does the bus offer,1980251,limited stop express
offer,2372306,what does the sign offer to have people try,753582,yogurt thickies
offer,2370782,what type of head protection does the jacket offer,1849660,a hood
offer,2397108,what amount of the money does the sign advertise as great offer,1518782,
offer,2369157,how do you know the trees don t have much food to offer the giraffe,1817446,they have minimal leaves on them
part,2391557,what is the part,1554676,dark front wheel of antique roadster
part,2365721,what part of kid,1747517,head
part,2360170,what is the part,1636276,black monitor
part,2360683,what part of car,1646866,windshield
part,2360934,what part of cat,1651973,whiskers
part,2361070,what part of bed,1654982,comforter
part,2361496,what part of kid,1662995,head
part,2373224,what is the part,1901521,entrance
part,2365545,what part of bag,1743974,strap
part,2361706,what part of cat,1666917,back
part,2361736,what part of arm,1667579,forearm
part,2361926,what part of bus,1671083,door
part,2361944,what part of bus,1671392,window
part,2363466,what part of cow,1702163,tail
part,2369290,what part is red,1820249,the wheels
part,2361706,what part of cat,1666918,whiskers
part,2374407,what part is red,1925393,the body of the fire hydrant
part,2365147,what part of car,1735841,hood
part,2365610,what is this part,1745340,window
part,2361532,what part of body,1663749,back
part,2411073,what part is seen,1322096,waves
part,2361362,what part of tree,1660436,trunk
part,2361302,what is this part,1659350,edge of water
part,2374203,what is bike part,1921462,tire
part,2361180,what is this part,1657037,square
part,2363264,what part of body,1697819,hand
part,2365644,what part of door,1745975,portion
part,2361154,what part of hand,1656583,fingers
part,2365623,what part of leaf,1745580,rectangular
part,2363408,what part is this,1701041,shoreline
part,2367807,where is the part,1788871,on the man s head
part,2330113,what part of town,595389,downtown
part,2363473,what part of tree,1702323,trunk
part,2394066,what part is seen,1376490,sign
part,2360706,what part is this,1647327,forest
part,2365721,what part of baby,1747514,hand
part,2363473,what part of tree,1702312,trunk
part,2361574,what part of tree,1664503,trunk
part,2365736,what part of door,1747798,edge
part,2365737,what part is this,1747819,walkway
part,2361693,what part of room,1666658,corner
part,2358224,what part is this,1596301,wall
part,2365544,what part of body,1743959,hand
part,2365610,what is this part,1745339,door
part,2365522,what is this part,1743533,railway line
part,2361731,what part of face,1667484,chin
part,2360191,what is this part,1636670,flatbed
part,2410534,what part is this,1104999,a part of green grass
part,2361784,what part is this,1668510,tail
part,2361815,what part of room,1669151,ceiling
boss,2365452,where is the boss sign,567193,in the back
be,2399822,who can be seen,219792,no one
be,2397883,who can be seen,221341,no one
be,2413540,when will it be,148067,in minutes
be,2352498,when will it be,385634,minutes
be,2407066,when will it be,199863,in about minutes
be,2317787,when will it be,914050,in minutes
be,2354010,when will it be,704237,minutes
be,2388602,who can be seen,228770,a young girl
be,2397305,who can be seen,1519674,a man in black
be,2327542,who can be seen,277287,a woman
be,2364491,who can be seen,695849,men
be,2391501,who can be seen,289355,no one
be,2357255,who can be seen,509774,passengers on the bus
be,2406273,who can be seen,1180303,no one
be,2396823,who can be seen,222186,no one
be,2328100,when will it be,341152,minutes
be,2363136,who can be seen,440880,no one
be,2350257,who can be seen,450671,the bus driver
be,2398163,who can be seen,221112,no one
be,2338031,who can be seen,717011,the bus driver
be,2375223,when will it be,239468,in minutes
be,2372103,when will it be,241961,minutes
be,2409043,when will it be,184044,in hour
be,2344862,who can be seen,263719,no one
be,2320529,who can be seen,892114,no one
be,2407437,who can be seen,196888,a toddler
be,2409149,when will it be,183192,minutes
be,2412501,when will it be,156382,in one minute
be,2347443,when will it be,261661,minutes
be,2381794,who can be seen,490143,no one
be,2382337,who can be seen,425660,no one
be,2386061,when will it be,293161,about minutes
be,2386663,who can be seen,230316,no one
be,2335810,who can be seen,718782,no one
be,2393582,who can be seen,224784,no one
be,2373123,when will it be,241150,in three minutes
be,2326131,when will it be,726516,in mintes
be,2393583,who can be seen,224776,no one
be,2318421,when will it be,908984,minutes
be,2393876,who can be seen,416496,a man
be,2397378,what can be seen,1520015,windows
be,2369399,what can be read,1822510,the paper
be,2356745,what can be seen,959905,bathtub and toilet
be,2369220,what can be seen,309504,knives
be,2394729,what can be seen,1507303,flag
be,2394729,what can be seen,1507305,flag
be,2394729,what can be seen,1507307,flag
be,2398126,what can be read,1398621,clock
be,2394729,what can be seen,1507308,flag
be,2397378,what can be seen,1520020,windows
soon,2375644,what is coming soon,1950009,a restaurant
soon,2367556,what might happen soon,1783632,rain
soon,2411677,what might be coming soon,1334732,storm
soon,2400753,who might be visiting soon,538973,santa claus
soon,2401032,why might there be rain soon,1235053,there are dark clouds
soon,2404684,where will the leaves soon be,1310468,on ground
soon,2344047,what will come to the house soon,776183,trick or treaters
soon,2411674,what type of weather may come soon,1334654,a storm
soon,2365755,why will the the flowers soon wilt,1748175,they are cut
soon,2369786,what holiday is probably coming soon,1830291,christmas
soon,2375415,what utensil is soon on in the picture,1945512,a fork
soon,2359060,where will this photo soon be published,1614284,national geographic
soon,2360136,what will be published in national geographic soon,1635538,the photo will
wonderful,2388027,what is wonderful,1535961,the sky
wonderful,2359060,what a wonderful hue to it,1614285,this photo has a wonderful hue
to them,2409953,what is next to them,176765,stones
to them,2331501,what is next to them,338430,trees
to them,2335373,what is next to them,591200,rock
to them,2336421,what is next to them,334507,cars
to them,2336446,what is next to them,782273,trees
to them,2340575,what is next to them,523117,fence
to them,2341954,what is next to them,522020,trees
to them,2342354,what is next to them,521702,trees
to them,2379706,what is next to them,747659,the train
to them,2407089,what is next to them,199678,rocks
to them,2408272,what is next to them,190210,a statue
to them,2383284,what is next to them,808796,the water
to them,2394178,what is lying next to them,352292,a remote control
to them,2413988,who is standing next to them,1017224,no one
to them,2386335,how is the food given to them,486508,on top of a towel
to them,2408787,what do the horses have attached to them,1067626,harnesses and plow rigging
to them,2412147,what do all of the bags have attached to them,1118494,white luggage tags
to them,2404898,what do some of the barrels have attached to them,1148858,white and black stickers
to them,2399175,what is above the tracks and runs parallel to them,1404402,wires
to them,2377300,who is skiing out in front with no partner next to them,1982780,man in white helmet on right
second,2362890,where is second base,1690555,behind the pitcher
second,2410823,what animal is second,169802,a zebra
second,2359551,who is in second place,699801,number
second,2395054,where is second toilet,1509122,bathroom
second,2395519,where is second giraffe,1385132,near the trees
second,2335615,where is the second man,527085,off to the side
second,2411398,where is the second dog,165205,behind the woman
second,2359891,where is the second cat,1630368,in the right background
second,2401308,what is on second shelf,1241261,yellow teddy bears
second,2367457,what is the second sign,1781597,only
second,2409397,what is on second floor,1081215,bookcase
second,2365017,what has a second floor,1733373,the building
second,2364276,what is second from top,439974,orange
second,2361944,where is the second bus,1671387,in the back
second,2407499,where is the second boy,196397,by the wall
second,2340178,where is the second dog,395494,beside the girl
second,2405620,where is the second man,211426,behind the first
second,2364058,what is the second name,1714179,dunthorne
second,107906,where is the second bus,994715,behind the first one
second,2405950,where is the second car,208787,behind the first
second,2399593,where is the second man,1530896,riding a bicycle a few yards behind the leaning man
second,2389382,where is the second man,1418202,swimming on a surfboard in the background
second,2404462,where is the second hand,216083,seconds
second,2392672,where is the second bird,1369572,in the grass
second,2398270,where is second elephant,1524469,in water
second,2377181,where is the second hand,298617,at seconds
second,2402263,where is the second hand,217837,between the iii and iv
second,2393753,where is the second boat,1566065,in the dock under a blue tarp
second,2406418,where is the second hand,205045,missing
second,2368710,how is the second window,1808297,empty
second,2324683,what is on the second car,858889,an army truck
second,2383917,where is the second slice,424392,the middle
second,2410871,where is the second plate,1317867,top of the picture
second,2377672,where is the second train,1988666,on the right
second,2349842,where is the second horse,259751,next to the white horse
second,2347399,what color is second bike,389711,blue
second,2397645,where is the second zebra,1587032,looking for food
second,2367994,where is the second horse,501189,beside the first one
second,2401688,where is the second skier,1249078,top of hill
second,2374367,what is in the second box,1924562,a bunch of oranges
second,2413704,what is there a second of,1012398,colorful bird
second,2414892,where is the second pizza,1033057,on the left
second,2389847,where is the second clock,1354187,perpendicular to the main clock
second,2411861,where is the second plate,1108651,next to the first
second,2390258,where is the second plane,1423162,on the ground
second,2392786,where is the second clock,1370223,on the tower
second,2392731,where is the second clock,1369928,in the middle
second,2407832,where is the second plate,1046755,behind the utensils
second,2392591,where is the second child,956327,behind the girl
second,2394623,where is the second table,1444158,upper left hand corner
nicely,37,what is nicely decorated,990185,the room
nicely,2358414,what does the sauce pair nicely with,1600131,fish
something,1159298,who is doing something,133378,a woman
something,2405326,who is eating something,1157862,a girl
something,2371692,where is something blue,1868963,the sky
something,2367635,who is eating something,1785287,the animal
something,2367735,who is eating something,501387,the girl in front
something,2360725,where is something blue,1647697,near the dog on the floor
something,2358888,who is eating something,1610724,the giraffe
something,2367007,who is holding something,757810,the man
something,2395413,who is writing something,1575737,person with short dark hair
something,2395413,who is writing something,1575740,man wearing a tuxedo
something,2370969,who is holding something,1853605,the man
something,2372548,who is pulling something,1887309,a man
something,2332389,who is holding something,657524,a man
something,2349468,who is holding something,643884,a person
something,2400358,where is something green,1219862,drawer
something,2373153,who is watching something,1900163,a woman
something,2410610,who is drinking something,171511,a girl
something,2402045,who is throwing something,793785,woman
something,2318578,where is something purple,907724,in the group of ribbons
something,2368268,where is something to read,1798941,in front of the chair
something,2372316,who is riding on something,1882083,the skiier
something,2363662,what is something in salad,248722,boiled eggs
something,2396892,whos has something to drink,1391705,woman on right
something,2393710,what is staring at something,1374627,cat
something,2373853,what pot has something in it,1914685,the green one
something,2361383,what is looking at something,1660826,black and brown dog
something,2368050,what is displaying something,1794188,monitor
something,2375752,who is pointing at something,1952180,a man
something,2365486,where can you roast something,1742840,oven
something,2410356,who else is holding something,173539,no one
something,2359039,what is waiting for something,1613846,the zebra
something,2394545,who is reaching for something,1443697,a man
something,2367583,what is attached to something,1784236,kite
something,2414391,what hand is holding something,986622,left
something,285683,who is holding something black,133768,the person in the background
something,2345498,who is holding something yellow,391235,person in water farthest left
something,2364495,who has something that curls up,503977,elephant
something,2372081,what has something purple in it,1876956,the jar
something,2370132,who wears something on the head,1836738,bride
something,2367849,who is looking down at something,1789768,a man
something,2384116,why is the man holding something,424245,so that he can eat
something,2401658,where is something blue and tall,1248444,sticking up from the hydrant
something,2371080,why is something inside the oven,1856032,to be cooked
something,2324236,who is holding something to drink,862462,the girl in the purple shirt
something,2404338,who is putting something in truck,1302193,a man
something,2383523,why is there something in the sky,232824,someone is flying a kite
something,2410022,when is she going to cut something,176209,soon
something,2413613,where is something wrapped in foil,1010512,refrigerator
something,2376418,what would you plug something into,1966367,the wall socket
something,2367620,what is showing something different,1785068,reflection on screen
music,2410040,what has music notes,1095344,two buttons
music,2399927,who is playing music,1211159,a band
music,2398904,what is playing music,1466193,ipod
music,2329155,where is the sheet music,532254,on easel
music,2387657,where is the sheet music,1472680,above the keyboard
music,2350640,where is the sheet music,323141,on the piano
music,2358602,where is the music store,1604243,on the street
music,2387657,where is the sheet music,1533922,on the piano s ledge
music,150391,who is listening to music,1002866,the man with the drink
music,2364016,who is listening to music,1713308,the man on the bench
music,2363494,who is listening to music,1702771,a young lady
music,2409159,where are the music notes,1075907,wall
music,2370505,what is playing the music,1843949,two bears
music,2402743,what is on the music stand,1267869,information
music,2382354,how many music boxes shown,489697,one
music,2387657,what is on the music stand,1342705,sheet music
music,2394669,what is used to hear music,1380045,headphones
music,2382354,what color is the music box,489698,silver
music,2374547,what item is related to music,1928522,bench
music,2315456,what color are the music notes,932702,black
music,2399927,where is the band playing music,1211165,in building
music,2401572,where is the music playing from,1246867,computer
music,2374426,what is used to listen to music,1925776,headphones
music,2370364,what is used to listen to music,1841144,earphones
music,2367686,who is playing music instruments,1786376,a man
