lemma_en_translate,image_id,questions,que_and_anw_id,answers
old,2405587,how old is the man,1164507,
old,2399243,how old is the box,220248,antique
old,2372452,how old is the man,1885012,middle aged
old,2386317,how old is the dog,422478,three
old,2409712,how old is the man,1087890,old
old,2384543,how old is the boy,232010,four years old
old,2411831,how old is the man,161739,over fifty
old,2387497,how old is the cat,1408782,kitten
old,2391374,how old is the bus,1429034,very old
old,2377177,how old is the man,1980727,he is a young man
old,2413805,how old is the cat,145946,an adult
old,2390912,what says old town,1551546,the sign
old,2413923,how old is the man,145002,middle aged
police,2413319,where is police,1145711,on horse
police,2370968,how many police car,626690,one
police,2321148,how many police cars,887162,two
police,2341018,where are the police,394817,at the park
police,2408802,where are the police,1067937,across the street from the storefronts
police,2406925,where are the police,1195738,bikes
police,2319366,how many police cars,901420,
police,2362621,where are the police,1684914,on the motorcycles
police,2320260,where are the police,894271,on the grass
police,2376299,where are the police,1963696,riding the horse on street
police,2363712,where are the police,1707201,on horses
police,2407723,what is marked police,1044415,a policeman on a motorcycle
police,2405178,how many police bikes,214963,
police,2397305,what are the police on,1585219,horses
police,2397305,what are the police in,1585218,yellow jackets
police,2373292,where is the police car,1902879,on the street
police,2410716,where is police written,1314565,on side of the bike
police,2386892,where is the police car,550044,the street
police,2373922,where is the police car,1916180,on the side of the street
police,2410246,what are police wearing,1099588,uniforms
police,2343338,where is the police car,392962,two car lengths ahead
police,2371092,where is the police car,1856282,on the road
police,2352118,where is the police car,385940,in front of the suv
police,150301,where is the police car,999839,in an intersection
police,2412116,where is police written,1117887,on front of the motorbikes
police,2371092,where is the police car,1856277,next to the fire truck
police,2359027,where is police written,1613645,on a building
police,2359029,what did the police wear,1613683,helmet
police,2399647,what is the police horse,1531190,dark brown
police,2398100,what is the police horse,1398442,white
police,2398100,what is the police horse,1398443,palomino
police,2406192,who is behind the police,206851,spectators
police,2403032,how many police vehicles,537155,one
police,2378174,how many police are there,493046,one
police,2331802,how many police are there,273984,three
police,2406192,how many police are there,206848,two
police,2402123,how many police are there,217951,at least
police,2375849,what are the police doing,1954150,standing in the street
police,2390922,why is a police car there,226914,to help with the accident
police,2325807,where are two police cars,790776,behind the sign
police,2409289,where are the police cars,1079001,parked along the side of the street
police,2376299,what are the police doing,1963694,patrolling on the horse
police,2410246,what are police there for,1099582,in a parade
police,2341018,what is the police riding,394818,horses
police,2390072,what are the police riding,1422101,motorcycles
police,2321148,when will the police leave,887163,when the tow truck hauls it away
police,2416289,how many police are around,941458,one
police,2415176,what are the police riding,1038932,horses
police,2412116,what are the police riding,1117871,motorcycles
police,2398100,what are the police riding,1461475,horses
expedition,2374468,what is the man s expedition,1926769,going skiing in the snow
there,2406397,who s there,1183840,rider
there,2346704,who is there,838062,man
there,2361146,who is there,762511,no one
there,2340925,who is there,842677,no one
there,2361016,who is there,442533,a man
there,2361009,who is there,634644,no one
there,2351330,who is there,706382,no one
there,2411752,who is there,1107452,young man
there,2340886,who is there,778714,people
there,2361188,who is there,634510,no one
there,2361008,who is there,634654,no one
there,2406352,who is there,1182522,surfer
there,2388728,who is there,612482,boy
there,2388729,who is there,612470,nobody
there,2360826,who is there,762768,no one
there,2406334,who is there,1181998,two women
there,2326857,who is there,465082,no one
there,2340719,who is there,395049,no one
there,2406324,who is there,1181722,skier
there,2360996,who is there,442549,a boy
there,2326865,who is there,853924,no one
there,2361189,who is there,634505,no one
there,2355757,who is there,446504,no one
there,2325668,who is there,662913,no one
there,2367812,who is there,565305,man
there,2394862,who is there,223763,a lady
there,2394852,who is there,543702,the kids
there,2415230,who is there,134521,no one
there,2406575,who is there,1188196,farmers
there,2400431,who is there,667092,no one
there,2315379,who is there,933316,men
there,2394548,who is there,607826,no one
there,2388389,who is there,612746,girls
there,2414533,who is there,140128,no one
there,2372555,who is there,497529,young adults
there,2381068,who is there,618611,no one
there,2361192,who is there,570596,person
there,2326304,who is there,854382,baseball players
there,2368017,who is there,437002,no one
there,2400668,who is there,602928,a girl
there,2326305,who is there,854375,no one
there,2415061,who is there,135906,cow
there,2340718,who is there,395060,conductor
there,2388777,who is there,420511,skiers
there,2388779,who is there,356604,people
there,2406132,who is there,1176488,no one
there,2376788,who is there,622036,nobody
there,2412046,who is there,1116183,young man
there,2328098,who is there,405155,beachgoers
there,2406072,who is there,207813,no one
mr,2367415,what is mr joe,1780671,this is the name of a storefront
mr,2400744,where is mr bush,1228775,on tv
mr,2400744,where is mr clinton,1228776,on tv
mr,2392985,what is mr peanut on,1437019,building
mr,2392985,what is on mr peanut s head,1562518,a hat
mr,2368417,what are the letters under mr donut,1802107,mmm
good,2405282,what smells good,1156987,the purple flowers
good,2362563,why are they good,249595,healthy
good,2391295,what good is this,1489344,fresh vegetables and a slice of pizza
good,2411280,what good is shown,1326229,fruits
good,2413113,what is good for you,1140989,broccoli
good,2359459,where s the good head,1621769,above clock
good,2400548,how good is this food,1224303,very good
good,2413760,how good is the fence,1013419,sturdy
good,2336353,when is the ball good,590411,when the player hits the ball
good,2394600,what is in good repair,1506530,the train tracks
good,2377967,what is a good dessert,1992524,apple pie
good,2404112,what looks good to eat,1296588,salad
good,2366580,what do cats make good,1764523,housepet
good,2412718,what is the dog good at,1131269,herding
good,2406002,what has a good variety,1173476,the vegetables
good,2407504,where is the baked good,1208278,on the microwave
good,2383636,how good is the weather,424627,not very good
good,2317269,why the image looks good,918198,colorful
good,2362738,what are prunes good for,1687419,digestion
good,2408072,why is this a good snack,191812,nutritious
good,2400612,what is good after dinner,1225847,a piece of dessert
good,2369556,what goes good with coffee,1825650,donuts
good,2388264,where is the good umbrella,1345984,person s hand
good,2397660,when is a good time to ski,284870,during the winter
good,2367128,why are waves a good thing,1774915,so surfers can surf
good,2403397,what is having a good time,1281957,men and women
good,2394163,why are the trees look good,1568248,leafy
good,2377967,what fruit makes a good pie,1992521,apples
good,2317268,why is the image looks good,918204,colorful
good,2413200,what are the trees good for,1143083,shade the elephant
good,2361812,what kind of a good is this,1669075,this is a canadian goose
good,2372517,why is broccoli good to eat,1886552,low in calories
good,2400392,what baked good is pictured,1220759,cupcakes
good,2406379,why do these trees look good,1183312,trimmed regularly
good,2365878,how good will the surfing be,374934,pretty good
good,2378557,how good does the tarte look,428667,pretty darn good
good,2400300,why are bananas good for you,1218509,potassium
good,2407832,why is the meal looking good,193735,it s well cooked
good,61594,how good is the window frames,993919,worn out
good,2339932,when is a good time for pizza,587555,lunchtime
good,2371183,where is a good place to surf,1858105,in the crashing waves
good,2409620,when would this be a good meal,179426,lunch
good,2371546,why is the sticker a good idea,754191,it makes the suitcase easy to identify
good,2384659,when do these make a good meal,359903,breakfast
good,2410566,when would this be a good meal,171863,lunch
good,2350929,how is the weather good or bad,642714,good
good,2394217,when would this be a good meal,1377315,lunch
good,2391371,what in bananas is good for you,1489690,potassium
good,2369180,what is a good topping on pizza,1817924,cheese
good,2372870,what fruit is in the baked good,1894241,raisins
chance,2369013,why do we know that there is a good chance this scene is not taking place in england,1814581,the driver s position is on the left of the car
evening,2401871,how does the evening sky appear,1252709,cloudless
evening,2374361,who is enjoying an evening ride,1924431,three people in a cart
evening,2399485,how can you tell it s early evening,1530328,the clouds are changing to red
evening,2393751,why do we think the time is evening,1566072,the shadows appear to be getting darker and longer
evening,2404668,where is the small black evening purse,1310180,on the table
evening,2398003,how could the evening sky be described,1522945,starless
evening,2360690,who is wearing a royal blue evening dress,1646993,the woman in the center
evening,2360690,who is wearing the solid black evening dress,1646994,the brunette
evening,2397907,how can one tell that the photo was taken in the evening,1522446,the lights are on
problem,2402304,what is the problem with this walkway,1259692,cracks
in love,2359201,how in love are the bears,1617127,very much in love
a little,2412845,where is a little boy,1134381,on man s shoulders
a little,2359787,where is a little girl,763586,in a bathroom
a little,2409211,where is a little girl,1077151,on a horse
a little,2399364,what is a little burnt,1405322,hot dog bun
a little,2393206,where is a little girl,1372431,behind pink umbrella
a little,2364042,why is it a little dark,248422,it s cloudy
a little,2375708,what has a little grass,1951277,the savanna landscape
a little,2374610,what is open a little bit,1929980,the window
a little,2412096,what is a little boy doing,1117432,eating pizza
a little,2355487,where is a little blue car,767033,behind bus on right
a little,285966,what does a little girl have,133868,a pink hair tie
a little,2369477,what is in front a little girl,1824156,a suitcase
a little,2374262,what has a little yellow in it,240246,toothpaste
a little,2387694,where is a little girl sitting,1342909,under a table
a little,2349793,why is the banana a little brown,579697,it is overripe
a little,2371639,why is the photo a little blurry,370318,the mopeds are in motion
a little,2396754,where is there a little green dot,478178,left of top keyboard
a little,2374515,what is brown with a little white,1927816,the horse
a little,2372794,who s tail is raised a little bit,1892568,elephant on the left
a little,2392170,why is the picture a little shaded,673715,the clouds are partially blocking the sunlight
a little,2404832,where is there a little blue basket,1313733,between man s legs
a little,2375754,where a little black and white tiles,1952227,on the floor
a little,2396965,what looks like a little green brain,1392128,broccoli
a little,2402597,who is being pulled in a little red wagon,1265281,young child
a little,2409525,where is the sausage that is a little burnt,1083716,the one on the far right
a little,2374027,what do you see a little bit of on the ground,752199,snow
a little,2410052,who are watching a little league baseball game,1095583,two boys
a little,2374054,what is giving the people a little bit of shade,1918726,an umbrella
a little,2397638,what is between window and toilet a little to left,349527,toilet paper holder
a little,2415150,what kind of animal is being ridden by a little girl,1038339,a sheep
a little,2398815,what is green on the plate that looks like a little tree,1465691,broccoli
a little,2402653,where is the cup that has only a little bit of beer in it,1266223,left and above white plate
a little,2387739,where is a plastic glass with a little bit of ice and brown liquid,1473069,on a napkin on the table
a little,2377504,what is in the basket behind the green basket a little to the right,1986026,bananas
a little,2402972,what is positioned on top of a little black pad on the right of the desk,1272518,computer mouse
a little,2364980,what is next to the giraffe on the right that stands only a little taller,1732599,a bush
a little,2408456,what color is the junction box that looks like a little building with a door,1060390,gray
night,2408310,how is the night,1057025,calm
night,2399362,what is at night,1529673,the street lamp
night,2385021,when day or night,293897,daytime
night,2397367,how is the night sky,1585577,cloudless
night,2404168,where is night stand,1298085,beside bed
night,2398336,what is the night sky,1591273,dark
night,2372233,what is on night stand,1880313,cups
night,2400998,what is on night stand,1234259,lamp
night,2394213,what is white at night,1568522,snow
night,2375502,what is lit up at night,1947181,a tower
night,2403729,what is lit up at night,1289020,the tall buildings
night,2385602,where is the night lamp,231174,in the side of the cot
night,2398613,who is walking at night,1526331,a person is walking
night,2367518,what is the night scene,1782863,asian city street
night,2345395,what is it day or night,519261,day
night,2408816,where is the night stand,185861,between the beds
night,2392572,where is the night stand,1560227,next to the bed
night,2400498,where is the night stand,1223098,on the right from the bed
night,2358133,where is the night light,1594640,in the socket
night,2354326,where is the night stand,767965,by the bed
night,2376784,where is the night stand,1973495,below the lamp
night,2363642,where is the night stand,1705716,in the corner
night,2337368,where is the night stand,653553,beside the bed
night,150381,where is the night stand,1002418,next to the bed
night,2390182,where is the night stand,1356111,corner of room
night,2338668,when is this day or night,652510,day time
night,2389244,how do we know it s night,1542035,it s dark outside the window
night,2377370,when is this night or day,685550,night
night,2370339,what help to see at night,1840623,lights
night,2369340,what is with a night lamp,1821269,a table
night,1159824,where is it busy at night,985196,in the city
night,2390710,why can cats see at night,1550510,they are nocturnal
night,2377371,when is this night or day,685544,day
night,2391828,how is night stand shaped,1431294,square
night,2323451,when is this day or night,868738,daytime
night,2406021,what color is night table,1173898,brown
night,2355909,when is this day or night,638726,day time
night,2379010,where are the night lamps,684239,on both sides of the cot
night,2383307,when is this day or night,744772,daytime
night,2360023,what is traveling at night,1633060,the train
night,2369888,what item is dark at night,1832202,the sky
night,2371374,when was this day or night,498481,day
night,2398703,where are the night stands,1526733,in the corner
night,2410717,what is on the night stand,1314592,lamp
night,2377094,what is on the night stand,1979311,tissues
night,2412378,what is on the night table,157364,a phone
night,2397815,where are the night stands,1587927,beside bed
night,2397764,what is on the night table,1587648,lamp
night,2383616,what is on the night stand,424642,a vase
night,150277,what is for night arrivals,998697,runway lights
three,2348457,what is in three,451949,slices of pizza
three,2359991,what is three tier,1632505,a wedding cake
three,2388436,what has three cars,1346870,train
three,2394525,what has three legs,1379140,tripod
three,2363793,what has three legs,1708724,table
three,2364112,where are three pens,1715300,on the table
three,2375670,what has three tiers,1950487,cake
three,2381731,what has three tiers,682055,cake
three,2366601,where are three rugs,1764980,floor
three,2358731,what has three tiers,1607119,sails
three,2361509,where are three cars,1663255,on the street
three,150443,where are three cows,1004366,in a cage
three,2373988,what is three to one,1917529,brown horses to white ones
three,2401951,what has three tiers,1408103,cake
three,2403733,what has three tiers,1289090,the cake
three,2342618,what has three tiers,393540,a cake
three,2390259,what has three screws,1484242,light
three,2401951,what has three layers,1532296,cake
three,2346272,what has three wheels,582488,the bike
three,2401859,where are three birds,1252437,on giraffe s neck
three,2403188,where are three birds,1277199,on top of the horse
three,2395199,what is three stories,1383274,building complex
three,2370226,where are three kites,1838446,in the air
three,2375286,where are three kites,1942964,in the air
three,2401157,who are the three men,1237977,owners
three,2407423,why are three sitting,197003,resting
three,2405236,what has three panels,1156046,back of train
three,2400833,what has three layers,1230718,the cake
three,2359991,what is three layered,1632503,a cake
three,2372048,what has three wheels,1876389,the bike
three,2390983,what is in three rows,1488002,tracks
three,2394122,where are three plants,1568013,on a coffee table
three,2393637,what has three drawers,1439532,a night stand
three,2363158,what is there three of,1695628,giraffes
three,2362610,what is there three of,1684655,nails on knife
three,2388331,where are three lights,1537545,in a window
three,2363659,what has three drawers,1706007,brown wooden desk
three,2367796,what has three stripes,1788647,a wing
three,2367932,what has three stories,1791668,the house with green shutters
three,2374774,where are three blades,1933482,on the ceiling fan
three,2367534,what is there three of,1783161,polar bears
three,2364172,what is there three of,1716565,carrots
three,2366749,what is three in a row,1768118,hot dogs
three,2394040,what is there three of,1441305,knobs
three,2359776,where are three lights,1628022,on right wall
three,2392639,what is there three of,1560633,pictures
three,2399951,where are three people,1211609,front of donut shop
three,2409860,what has three stripes,1091375,glazed doughnuts
three,2401466,what has three letters,1244689,plane tail
three,2373044,what has three drawers,1898014,file cabnet
money,2371133,where is the money,1857087,on a table
money,2329271,where is the money,724007,above the laptop
money,2368721,where is the money,1808505,in a black wallet
money,2338853,where is the money,588417,in the man s hand
money,2408317,where is the money,1057172,no money
money,2398203,where is the money,1462128,in the hand
money,2329271,who is on the money,724010,george washington
money,2368721,what is the money in,1808522,a wallet
money,2412730,who is holding money,1131587,a woman
money,2368266,how much is the money,1798893,pounds
money,2394764,what money is visible,1507498,dollar bill
money,2362619,where do you put money,1684857,in the parking meter
money,2362898,when do you save money,377315,while bike riding
money,2388813,what is the money doing,1477527,eating a banana
money,2371133,how does the money look,1857084,green
money,2388813,what is the money doing,1477521,eating the banana
money,2394764,what color is the money,958636,green
money,2417814,what color is the money,953661,green
money,2375706,where is the money truck,1951238,on the road
money,2368266,what is the money made of,1798897,paper
money,2398712,where is the money placed,540614,briefcase
money,2368752,what object accepts money,1809179,parking meter
money,2388813,what is the money holding,1477524,a banana
money,2377570,who has money in a pocket,1987075,the monkey
money,2368266,how is the money being cut,1798891,with scissors
money,2371133,where is the pile of money,1857110,on the table
money,2377271,what do you put money into,1982311,parking meter
money,2371133,what is laying on the money,1857085,a pone
money,2410177,what is the money inside of,1098124,briefcase
money,2358472,what type of money is shown,1601371,dime
money,2379323,what is she putting money in,236184,parking meter
money,2410177,what is containing the money,1098113,it s money
money,2405346,where is the paper money from,1158287,united states
money,2388813,what is the money standing on,1477523,rocks
money,2371133,what is on the bunch of money,1857094,a cell phone
money,2368266,who is the woman on the money,1798901,queen
money,2368266,what is happening to the money,1798890,it is being cut
money,2361366,what denomination is the money,1660502,ones
money,2368266,what country is the money from,1798894,england
money,2371133,how much money is on the table,1857075,one hundred and twenty dollars
money,2371133,what denomination is the money,562636,twenties
money,2373906,what is reaching for the money,1915822,the yellow glove
money,2370236,why do people put money in this,435264,parking
money,2336657,why is there money on the table,459919,it s a bar
money,2335974,how much money does the tv cost,526804,five dollars
money,2410177,what is to the left of the money,1098121,water bottle
money,2368266,what bank is the money backed by,1798899,bank of england
money,2371133,what is to the right of the money,1857079,a can of soda
money,2386179,when do you put money in the meter,358686,when you park
money,2388813,how is the money eating the banana,1477528,using both hands
enough,2350719,how much is enough,387054,enough s enough
enough,2365920,what is long enough to sweep the ground,1751147,the elephant s tail
enough,2369433,when will the bananas be ripe enough to eat,1823246,they already are
enough,2412458,who got close enough to see this elephant in the wild,156722,the photographer
belonging,2407790,what type of belonging is stored here,1045886,luggage
belonging,2394379,what is seen on the street not belonging,1505173,a toilet
belonging,2376496,where are the silver bases probably belonging to shakers,1967988,to the left of the business card
belonging,2395046,where are the sunglasses belonging to the woman with pigtails,1509094,in her cleavage
open,2405371,what is open,1158890,the dog s mouth
open,2408473,what is open,1060714,the door
open,2408358,what is open,1058175,shutters
open,2381683,what is open,234296,a window
open,2408202,what is open,1054731,blinds
open,2408138,what is open,1053294,umbrellas
open,2364121,what is open,312440,a bag
open,2408066,what is open,1051728,suitcase
open,2407999,what is open,1050204,umbrellas
open,2412044,what is open,1116132,a laptop
open,2327346,what is open,789553,microwave door
open,2412162,what is open,1118885,the bus doors
open,2407969,what is open,1049584,blinds on windows
open,2407969,what is open,1049596,blinds
open,2407954,what is open,1049277,the toilet
open,2407928,what is open,1048759,the cardboard box
open,2380923,what is open,234905,a book
open,2407840,what is open,193667,drawers
open,2413039,what is open,1139238,the red umbrella
open,2412996,what is open,1138085,the bathroom door
open,2407595,what is open,1042002,the container
open,2407552,what is open,1209373,the doors
open,2407552,what is open,1209377,the doors
open,2380699,what is open,363065,the door
open,2408609,what is open,187513,zebra s mouth
open,2382475,what is open,489598,the door
open,2362907,what is open,761095,an umbrella
open,2362790,what is open,697216,doors of a barn
open,2389687,what is open,739671,book
open,2389223,what is open,228266,door
open,2409754,what is open,1088908,sliding glass door
open,2409723,what is open,178601,a suitcase
open,2389083,what is open,228383,man s mouth
open,2389079,what is open,356364,a door
open,2409472,what is open,1082716,umbrellas
open,2409426,what is open,1081806,blinds
open,2409314,what is open,1079541,the umbrella
open,2398992,what is open,540384,an umbrella
open,2409243,what is open,1077931,window on building
open,2412167,what is open,1118978,front of a truck
open,2409171,what is open,1076168,the shower curtain
open,2413090,what is open,1140441,curtain
open,2361813,what is open,570098,the windows
open,2409095,what is open,1074484,the window
open,2330309,what is open,659192,oven
open,2408654,what is open,1064684,a door
open,2411764,what is open,1111927,a box
open,2408795,what is open,1067798,a door
open,2408834,what is open,1068560,an umbrella
open,2408880,what is open,1069533,landing gear
super,2395693,what green super veggie is this,1449510,broccoli
super,2399388,why is the bathroom not super clean,603955,because it is tagged with graffiti
super,2369959,who is wearing a super woman outfit,1833655,a girl
super,2395037,who is the super hero in the picture,1446272,spider man
super,2404539,what type of super long hotdog is this,1307157,footlong
super,2375848,what color is the store named super mags,622783,blue
super,2360682,where are the words sukhoi super jet written,1646848,on the side of the plain
oh,2413140,what is oh the man s head,1141654,hat
oh,2362130,what is shining oh the surface of the blue jar,1675122,reflection
red,2380602,who is red,235169,tomatoes
red,2335763,what is red,270859,plate
red,2326676,what is red,465172,plane s tail
red,2369938,what is red,371682,blood
red,2372370,what is red,689547,cloth
red,2384507,what is red,743810,signs
red,2362225,what is red,825636,umbrella
red,2337009,what is red,653830,couch
red,2408675,what is red,1065194,ladder of slide
red,2399367,what is red,731924,collar
red,2362260,what is red,313841,light
red,2408680,what is red,1065341,a sign
red,2326541,what is red,342392,bus
red,2347478,what is red,389654,shirt
red,2381822,what is red,234199,apples
red,2342412,what is red,585578,a closed umbrella
red,2347356,what is red,452758,pepperoni
red,2408766,what is red,1067149,the stoplights
red,2408771,what is red,1067279,the boy s shirt
red,2413691,what is red,1012121,tomatoes
red,2408809,what is red,1068064,carpet
red,2336947,what is red,781863,flower
red,2408869,what is red,1069265,the motorbike
red,2408877,what is red,1069475,one bag
red,2355131,what is red,703332,stop sign
red,2408916,what is red,1070272,motorbike
red,2326540,what is red,342401,bus
red,2408935,what is red,1070760,a car
red,2408946,what is red,1071018,tomato sauce
red,2408953,what is red,1071179,carpet
red,2354725,what is red,831636,bird
red,2413589,what is red,1009945,umbrellas
red,2413585,what is red,1009848,cat post
red,2354711,what is red,703669,the tomatoes
red,2342291,what is red,713603,lines
red,2409336,what is red,1080001,man s shirt
red,2409316,what is red,181860,the indicators
red,2342301,what is red,329802,motorcycle
red,2409289,what is red,1078984,stop sign
red,2367048,what is red,629821,the table
red,2409285,what is red,1078908,ketchup
red,2409278,what is red,1078730,tie
red,2413396,what is red,1147504,backpack
red,2409274,what is red,1078663,a jeep
red,2389294,what is red,484144,jacket
red,2367039,what is red,373992,a stop sign
red,2409267,what is red,1078530,boy s shirt
red,2401654,what is red,474594,shirt
red,2413485,what is red,1007807,tomato sauce
red,2409226,what is red,1077481,trash bin
down,498313,what is down,133632,the bike s kickstand
down,2373922,what is down,240519,a light pole
down,2369488,why is he down,627873,doing trick
down,2402099,who bends down,1255999,a woman
down,2390556,what lying down,1549586,dog
down,2380818,why he bend down,362977,to relax
down,2366346,who is bent down,1759786,mother giraffe
down,2415722,who is bent down,936926,man in blue
down,2367373,what seat is down,1779819,toilet
down,2369140,what has lid down,1817065,toilet
down,2369683,what has lid down,1828244,toilet
down,2374723,who is lying down,1932296,the dog
down,2399536,who is lying down,1406272,beachgoers
down,2397216,who is lying down,1519271,a skier
down,2390723,who is lying down,1550570,a cow
down,2371528,who is lying down,1865582,dog
down,2373680,what seat is down,1910987,toilet seat
down,2410183,who is lying down,1098275,three people
down,2410549,who is lying down,171992,a child
down,2373273,who is lying down,1902511,the bear
down,2341805,who is lying down,841970,a woman
down,2408755,who is lying down,1067019,dog and man
down,2372778,who is lying down,1892271,the child
down,2398264,what hand is down,1524427,right
down,2408755,who is lying down,1067032,man and dog
down,2364015,who had fell down,1713256,skier
down,2412841,why is lying down,1134279,a cat
down,2321034,who is lying down,888079,a little girl
down,2365508,who is lying down,1743201,the cow
down,2365396,who is lying down,1741024,the woman
down,2359967,why is lying down,1631979,a cow
down,2393693,what are cut down,1565778,trees
down,2404115,who is lying down,1296639,two giraffe
down,2358755,who is lying down,1607687,a cat
down,2322184,who is lying down,878879,the baby zebra
down,2373402,what is lying down,240932,luggage
down,2381116,who is laying down,426647,people at the beach
down,2373914,who is upside down,1916001,the man
down,2380936,who is laying down,426786,the dog
down,2400175,who is laying down,475611,two snowboarders and a skier
down,2377696,who is laying down,1989065,cat
down,2373930,what is lying down,1916327,a black cow
down,2412033,who is laying down,1115848,young man
down,2323097,who is upside down,871575,the closest skateboarder
down,2324062,who is laying down,863851,the cat
down,2374948,who is laying down,623502,the animal
down,2376661,what is going down,1971074,the sun
down,2375434,what is going down,1945918,sun
down,2398365,who is laying down,796729,a man and a woman
down,2400264,what is lying down,1217728,dog
true,2398122,what true color is the bun,1461617,tan
true,2391770,what true colors is the sky,1364613,blue
true,2393847,what true color is the grass,1375314,green and brown
true,2393847,what true color is the zebra,1375313,black and white
true,2393218,what true color is the trees,1372503,green
true,2388846,what is the true color plate,1415490,white
true,2388734,what is the true color shirt,1414964,black
true,2393834,what true color of the urinal,1375247,white
true,2388734,what is true color of the sky,1414966,white
true,2396571,what true color is the station,1453340,green
true,2392221,what is the true color of paper,1367119,yellow
true,2398023,what is the true colors bathtub,1461001,red and white
true,2394310,what is the true color of plant,1442557,green
true,2396116,what is the true color of a wave,1387951,white
true,2395215,what is the true color of the tie,1383357,purple
true,2397273,what is the true color of the cat,1393828,black and white
true,2391770,what is the true color of streams,1364612,white
true,2396130,what is the true color of the dog,1388023,black
true,2388846,what is the true color of the cup,1415495,clear
true,2395497,what is the true color of the sky,1385008,blue
true,2389135,what is the true color of the sky,1416853,blue
true,2389017,what is the true color of the sky,1416253,white
true,2389479,what is the true color of the car,1418783,gray
true,2393217,what is the true color of the cat,1372499,white
true,2397870,what is the true color of the jet,1397011,white
true,2388813,what is the true color of the log,1415347,gray
true,2393991,what is the true color of the hat,1376067,white
true,2388735,what is the true color of the tie,1414968,light gray
true,2399108,what is the true color of the tub,1404133,white
true,2388356,what is the true color of the suv,1413298,white
true,2391416,what is the true color of the pots,1362769,white and blue
true,2391421,what is the true color of the wall,1362790,white
true,2393991,what is the true color of the rope,1376068,red
true,2391586,what is the true color of the lawn,1363588,green
true,2393248,what is the true color of the wall,1372648,white
true,2394707,what is the true color of the post,1380302,green
true,2393693,what is the true color of the tree,1374550,gray and white
true,2393647,what is the true color of the skis,1374300,gray
true,2392705,what is the true color of the wall,1369778,blue
true,2393036,what is the true color of the suit,1371567,black
true,2395609,what is the true color of the snow,1385569,white
true,2396117,what is the true color of the tray,1387965,green
true,2393693,what is the true color of the bear,1374546,brown
true,2362008,what is the true color is the bush,1672588,green
true,2398737,what is the true color of the bear,1402271,white and black
true,2388821,what is the true color of the snow,1415387,white
true,2390649,what is the true color of the cows,1486314,black
true,2388821,what is the true color of the skis,1415388,black and green
true,2397395,what is the true color of the bear,1394493,black
true,2397395,what is the true color of the bear,1394496,black
often,2362221,what is cut very often,1676917,the grass
often,2375347,who monitors these often,1944091,meter maids
often,2404420,when does it most often snow,279684,winter
often,2395008,how often is a person visible,1382059,three times
often,2350555,how often does this train run,515133,twice a week
often,2362502,when do babies often wear bibs,249655,when eating
often,2356057,why are elephants often poached,446270,for their tusks
often,2334824,how often is this bathroom used,847562,frequently
often,2369906,how often is this bathroom used,1832581,quite often
often,2362691,what is the lead car often called,697287,engine
often,2377963,when is this room used most often,1992453,bed time
often,2408329,how often should a person do this,1057438,after each meal
often,2414028,what is this platter often called,144162,surf and turf
often,2332517,when does catcher often catch ball,462332,when batter doesn t hit it
often,2376593,how are water puddles often formed,558274,from rain
often,2393715,how often does the grass get mowed,1439865,rarely
often,2352287,what are stuffed bears often called,769592,teddy bears
often,2374490,how often do these people meet here,1927283,every day
often,2403331,how often is a cat seen in the photo,1280359,once
often,2394724,how often do these elephants perform,1507279,every day
often,2367314,what are blinds in photo often called,501730,venetian blinds
often,2413043,what do people often make out of snow,1139305,snowmen
often,2412956,what is the landing area often called,1137121,tarmac
often,2401140,how often do people explore this area,1237587,rarely
often,2400401,what design is used often on the vase,1220957,stripes
often,2375619,what is this type of area often called,1949496,a library
often,2372637,how often should one brush one s teeth,1889227,twice a day
often,2364970,how often do vehicles travel this road,1732386,fairly often
often,2388944,what color shirt is visible most often,804272,pink
often,2403510,how often is a human seen in the photo,1284368,not at all
often,2402339,how often is a fruit shown in the photo,1260388,once
often,2398387,how often is a plane shown in the photo,1400351,three times
often,2403460,how often is a person seen in the photo,1283256,once
often,2403225,how often does a bat appear in the photo,1278026,once
often,2403291,how often is a bat pictured in the photo,1279484,eight
often,2369729,what is often found on top of the church,1829097,a steeple
often,2398310,how often is a train visible in the photo,1399831,twice
often,2367856,why would double decker bus often be used,437122,for sightseeing
often,2395361,how often is a pizza visible in the photo,1384187,three
often,2397632,how often is a pizza visible in the photo,1521164,three times
often,2398397,how often does the train make the journey,1400416,every two hours
often,2362612,what type of cheese is often used on pizza,1684703,mozzarella
often,2395184,how often is a person visible in the photo,1509877,no people in the photo
often,2362724,what is the sofa in the photo often called,825242,loveseat
often,2399274,how often is a person visible in the photo,1467895,three times three people
often,2395975,how often is a pillow visible in the photo,1387292,three
often,2396924,where could you often see pictures of boats,1517948,boating magazine
often,2389378,when is a group of these items often thrown,1418186,at a wedding
often,2326581,where are these type of signs often located,342361,road intersections
often,2410273,what type of sandwich is bacon often used in,1100159,blt s
really,2359455,who is really fat,1621661,cat
really,2369635,what is really hot,1827334,the fire
really,2391050,what is really long,1552252,the hose
really,2363086,who has really big ears,1694301,the baby elephant
really,2389991,what has a really long tail,1482836,kite
really,2359954,what is flying really close,1631686,the jet on the lower right
really,2390798,what is the cat really seeing,1550960,reflection
really,2360564,where is the really tall tree,1644351,in front of house
really,2374416,what is really long on this bird,1925563,the neck
