twogram,frequency
hâlâ geri,35
hâlâ doğru,35
bir git,35
yine bay,35
seninle saat,35
çocuklar saat,35
merhaba sana,35
kadar yere,35
bunlar hazır,35
etmek efendim,35
doğru bilmiyorum,35
gel başka,35
hakkında yani,35
musun emin,35
hiç doktor,35
ediyor fakat,35
geç sizi,35
bunu sizi,35
olacak bunun,35
ondan olduğunu,35
benimle saat,35
edin diye,35
istiyor hep,35
çocuk oraya,35
içinde benden,35
tabii burası,35
hâlâ bizi,35
edin size,35
ha dostum,35
gün evet,35
şekilde öyle,35
olan bize,35
şimdi ister,35
geldi beni,35
mı belki,35
efendim ilk,35
gün hakkında,35
kötü benim,35
tekrar değil,35
bunlar işi,35
geldi ya,35
artık tekrar,35
mutlu baba,35
gün diye,35
hafta geliyor,35
onları bütün,35
diye istiyorsun,35
mısın hala,35
dilerim senin,35
ver olmaz,35
gördüm az,35
şimdi kesinlikle,35
olsun ha,35
biliyorsun beni,35
bak hayır,35
mısın burada,35
tane tek,35
siz insan,35
tekrar her,35
seninle birkaç,35
niye kontrol,35
gibi tatlım,35
içinde sorun,35
değilim neden,35
fazla izin,35
pek olan,35
ki neler,35
biraz ona,35
nereden nereden,35
böyle sizi,35
bekle mi,35
geliyor dedim,35
doğru hadi,35
değil bunun,35
nereye olacak,35
diye şimdi,35
lazım ya,35
ediyorum aslında,35
içinde evet,35
kaç sizin,35
hala bay,35
bile küçük,35
o teşekkür,35
şu yer,35
eminim işe,35
ben ki,35
ediyorum özür,35
tek onun,35
özel olmak,35
biliyorum ilk,35
istiyorsun lanet,35
istiyorum burada,35
bilmiyorum siz,35
ona dostum,35
burası üç,35
içinde önemli,35
yine senden,35
bilmiyorum niye,35
pekala para,35
yok seninle,35
geç demek,35
tanrım pek,35
sağ ya,35
hep karşı,35
falan biliyorum,35
ediyorum değil,35
gibi anne,35
beni yerde,35
göre gece,35
buna yeni,35
burası tekrar,35
onlar içinde,35
vardı hâlâ,35
tam yapıyorsun,35
benim ha,35
onun bayan,35
hayır peki,35
yoksa kim,35
bir olmak,35
şu hakkında,35
ne nereye,34
karşı tüm,34
bayan gerçekten,34
artık hayır,34
bugün doğru,34
efendim harika,34
orada kendini,34
böyle nerede,34
kimse ha,34
haydi onlar,34
efendim değilim,34
daha gidelim,34
yer diye,34
içinde belki,34
kimse sen,34
efendim için,34
efendim işte,34
diğer küçük,34
diye tekrar,34
karşı birlikte,34
mu hemen,34
tane peki,34
bakalım nereden,34
hafta geç,34
kişi tek,34
böyle geliyor,34
ediyor baba,34
için gerek,34
onun üç,34
olsun söz,34
bir önemli,34
biraz oldu,34
bundan sadece,34
hadi böyle,34
tekrar sizi,34
yerde zor,34
hayır nereden,34
edin fazla,34
bizim olduğunu,34
bunlar belki,34
bakalım yarın,34
yere bakalım,34
hiç bizim,34
fakat biraz,34
ediyorum nasıl,34
hadi et,34
böyle seni,34
şimdi diye,34
sen sanırım,34
içinde doğru,34
olmaz aslında,34
sizin onları,34
hiç olmak,34
karşı saat,34
yer ile,34
bir zor,34
içinde misiniz,34
yer seni,34
bayan nasıl,34
bekle hey,34
sonra diye,34
ediyorum hepsi,34
yerde bundan,34
sonra bilmiyorum,34
gel daha,34
adam iş,34
geldi biraz,34
gel burası,34
zor olsun,34
hiç uzun,34
seni demek,34
işte buradan,34
harika neden,34
insan onlar,34
tatlım burası,34
senin kadın,34
yine yapmak,34
olduğu beni,34
olduğu benim,34
gerçekten hala,34
istiyor artık,34
sadece hala,34
insan benden,34
nasıl bugün,34
saat efendim,34
ile olmak,34
niye buna,34
kadar bakalım,34
niye ha,34
para sadece,34
iş senden,34
elbette az,34
gece burası,34
gerçekten yapıyorsun,34
yine ve,34
yanlış şeyi,34
gidelim ister,34
oh neler,34
yarın hep,34
bak kendini,34
al mı,34
kadar hadi,34
yarın olsun,34
et neler,34
biliyorsun tabii,34
gibi sanırım,34
peki dedim,34
olarak birkaç,34
biliyor bir,34
saat ona,34
yüzden sonra,34
insan mutlu,34
kız efendim,34
bunu hem,34
anne onlar,34
kız bütün,34
ona gereken,34
harika gün,34
iyi gece,34
olarak seviyorum,34
benim tabii,34
sadece olan,34
nasıl yere,34
biz güzel,34
hâlâ yapmak,34
gerçek neden,34
demek işi,34
iyi bana,34
elbette hoş,34
belki nerede,34
elbette büyük,34
size şey,34
kesinlikle fakat,34
sana et,34
gece al,34
göre olmalı,34
oluyor bütün,34
ki gün,34
ya hadi,34
doktor teşekkür,34
sana ha,34
gibi zaman,34
onu doktor,34
para gerçek,34
para tamam,34
nasıl benden,34
seni için,34
şeyler şimdi,34
kez bakın,34
tam sen,34
harika hem,34
iş zaman,34
güzel diye,34
doktor izin,34
bile neler,34
eğer değil,34
nasıl seni,34
eğer diye,34
herkes bugün,34
et eski,34
üzgünüm bana,34
birini her,34
bırak işte,34
tek yardım,34
para buradan,34
peki zaman,34
anda bilmiyorum,34
sen şeyi,34
olacak evet,34
değil gel,34
belki da,34
etmek tam,34
tüm bunu,34
evet hakkında,34
son nasıl,34
bunu yere,34
çocuklar kız,34
al buradan,34
anne adam,34
benden geliyor,34
ile demek,34
ederim adam,34
dakika nasıl,34
çocuk işe,34
olabilir doktor,34
olabilir eğer,34
olan devam,34
bir için,34
şimdi çocuklar,34
olacak birlikte,34
olacak ilk,34
ilgili şeyi,34
olmak zaten,34
oldu uzun,34
hoş efendim,34
oraya beni,34
oldu biri,34
bence çocuk,34
sorun buna,34
vardı bunu,34
olmalı şimdi,34
eski yer,34
önce önce,34
olmalı dedim,34
oldu iki,34
oraya insan,34
var harika,34
şekilde yine,34
oraya şimdi,34
etmek fazla,34
benimle lanet,34
kadın istiyor,34
yine bizi,34
biliyorum benimle,34
fazla olsun,34
olarak istiyor,34
dostum kaç,34
merhaba al,34
bakalım belki,34
merhaba burası,34
gereken kimse,34
ile yarın,34
hakkında aslında,34
pekala aslında,34
şekilde bütün,34
git her,34
hakkında karşı,34
istiyor öyle,34
olarak hemen,34
lütfen hazır,34
ilk tam,34
gibi ilk,34
biliyorum hem,34
dostum hey,34
biliyorum bugün,34
yani içinde,34
bilmiyorum bence,34
bunun yine,34
yani ister,34
bilmiyorum sana,34
kadın kendi,34
küçük geldi,34
küçük geliyor,34
son saat,34
benden üç,34
bence seninle,34
teşekkürler buna,34
kötü diye,34
kötü iş,34
ver ha,34
teşekkürler tamam,34
yine dışarı,34
bence yardım,34
olan şekilde,34
ben olmaz,34
kadın tek,34
fazla demek,34
biz şeyi,34
sağ olduğu,34
bakın bize,34
kendini benimle,34
zaman et,34
biri fazla,34
dinle kim,34
nasıl şey,34
demek üç,34
dinle öyle,34
ona yani,34
mi bundan,34
şeyler belki,34
asla yapmak,34
mı kabul,34
hem hiç,34
seni hafta,34
güzel yanlış,34
bugün hep,34
biri bütün,34
iş buradan,34
görmek hep,34
iş onları,34
dinle orada,34
bugün ha,34
çok olan,34
hem onları,34
emin olan,34
mı zaman,34
kendini onunla,34
şeyi buna,34
çok kimse,34
bugün olan,34
hepsi sen,34
baba küçük,34
şeyi aslında,34
hep emin,34
artık çünkü,34
mi harika,34
ben burası,34
onlara insan,34
eminim doğru,34
sanırım olacak,34
birkaç kadın,34
hep harika,34
büyük geldi,34
siz şeyi,34
benim kaç,34
gün eski,34
onlar ki,34
üç ne,34
bugün yanlış,34
kendi eski,34
gece ki,34
onlara bize,34
zaten uzun,34
bizi ben,34
zaten kendi,34
gidip al,34
gidip en,34
yapma sana,34
bayan değil,34
aslında hâlâ,34
sizi eski,34
doktor oldu,34
zaten vardı,34
ki teşekkürler,34
gidip büyük,34
orada kız,33
kendini işe,33
gidelim diye,33
kendini hem,33
orada oldu,33
hem para,33
tanrım çocuk,33
önce doktor,33
o geç,33
birlikte doğru,33
efendim gördüm,33
bekle yardım,33
birini nerede,33
gidelim biraz,33
sadece olduğu,33
ne her,33
burada kadın,33
değilim biliyor,33
olmalı aslında,33
kontrol istiyorum,33
bugün var,33
lazım bugün,33
edin dostum,33
gereken ona,33
küçük iki,33
biliyorsun aslında,33
gereken orada,33
lanet ne,33
olarak bayan,33
dilerim yardım,33
tanrım yani,33
insan onlara,33
saat benim,33
uzun mutlu,33
ben aman,33
tane neden,33
uzun oluyor,33
bekle ya,33
şunu biz,33
nasıl uzun,33
burası aynı,33
ediyorum kim,33
beni benim,33
doğru lütfen,33
nasıl özel,33
sadece lütfen,33
lazım onunla,33
biri çocuk,33
güzel peki,33
yoksa kaç,33
nerede hâlâ,33
bunlar onları,33
biraz bay,33
bunu bırak,33
hem bundan,33
asla ben,33
lanet değil,33
sonra ya,33
falan söz,33
biliyorum yanlış,33
asla en,33
ve da,33
karşı dur,33
efendim dedim,33
gerçek misiniz,33
geliyor olduğunu,33
yeni küçük,33
yerde biri,33
son senin,33
bir bile,33
önce tamam,33
bırak tüm,33
yeni üç,33
baba kız,33
gerek ha,33
vardı hepsi,33
gereken kötü,33
vardı doktor,33
dostum iş,33
misin hemen,33
doğru sana,33
yüzden hem,33
gidip buraya,33
karşı seni,33
gerçek anne,33
başka biliyor,33
şimdi olmalı,33
onlar biz,33
mi sizin,33
seni gibi,33
bunu yer,33
asla hazır,33
ondan benimle,33
seni zaman,33
kadın senden,33
dostum hem,33
misin evet,33
mi yer,33
olsun niye,33
diye senden,33
hafta olduğunu,33
hem sonra,33
ben vardı,33
birini sağ,33
yeni çocuklar,33
belki zaman,33
hemen biraz,33
ediyor seni,33
olan lanet,33
sadece değil,33
tamam hoş,33
al anne,33
bizi pek,33
hemen iş,33
hafta istiyorum,33
ondan bize,33
vardı büyük,33
bunu işi,33
sadece istiyorum,33
gerçekten bence,33
haydi eski,33
yani üzgünüm,33
bir nedir,33
ona az,33
buraya neler,33
hemen senin,33
yapma diye,33
olabilir ben,33
senden benimle,33
onlara fazla,33
kontrol benim,33
olarak adam,33
küçük tek,33
edin ha,33
vardı hep,33
biri iki,33
ondan işte,33
gereken gibi,33
dostum olduğu,33
gerçekten buraya,33
bunu lanet,33
şekilde al,33
şey birini,33
dakika siz,33
yanlış biliyor,33
haydi adam,33
yarın hakkında,33
gerekiyor demek,33
ondan çocuk,33
gerekiyor tatlım,33
dilerim eğer,33
kadar diye,33
doğru aslında,33
tane böyle,33
haydi üç,33
baba burası,33
haydi nereye,33
güzel bütün,33
benden şey,33
bak özel,33
son şeyler,33
anda birlikte,33
özel şey,33
anda belki,33
şeyi uzun,33
anda kötü,33
adam gidip,33
ilgili beni,33
ilk olur,33
çok yapmak,33
kez söyledi,33
ilk burada,33
niye yeni,33
ile olacak,33
ama istiyorsun,33
herkes işe,33
ile zaten,33
niye sizin,33
ile görmek,33
herkes doktor,33
şimdi gece,33
musun onlar,33
olmaz bırak,33
her özel,33
öyle bırak,33
ile birkaç,33
önemli işi,33
herkes bay,33
öyle bize,33
şeyler üç,33
neden yerde,33
an işe,33
geldi hepsi,33
sonra kesinlikle,33
olur tanrım,33
bakalım evet,33
olmaz yine,33
musun herkes,33
an ki,33
aman anne,33
özel iş,33
musun tüm,33
özel kişi,33
son zaman,33
ile evet,33
ile kötü,33
sorun ona,33
kimse kendini,33
elbette doktor,33
işte senden,33
oraya benim,33
hoş dostum,33
size lanet,33
şeyi son,33
anne yemek,33
bakalım ve,33
mısın al,33
içinde gidip,33
hepsi buradan,33
mısın geri,33
emin miyim,33
ki hadi,33
çocuklar hoş,33
hakkında benimle,33
anne hiçbir,33
size zor,33
etmek bu,33
hakkında uzun,33
anda kontrol,33
öyle misiniz,33
herkes önemli,33
niye yapmak,33
onunla siz,33
oraya lanet,33
şeyi seni,33
çocuklar benden,33
neden anne,33
çok kendi,33
sorun bütün,33
niye dışarı,33
onları lanet,33
kim iş,33
niye birkaç,33
size artık,33
hâlâ bunun,33
mu sadece,33
oraya sonra,33
size hem,33
etmek bence,33
nasıl baba,33
çocuklar üzgünüm,33
seninle harika,33
söyle nereye,33
şekilde teşekkür,33
zor diye,33
istiyorum tabii,33
ederim kötü,33
işi kesinlikle,33
belki önemli,33
seninle yine,33
istiyorum çocuklar,33
seninle sorun,33
oraya yeni,33
sizin gerçek,33
beni hayır,33
bizim nasıl,33
tatlım elbette,33
lütfen önemli,33
bugün demek,33
biraz neden,33
eski harika,33
devam lütfen,33
eğer gerek,33
söyle kaç,33
istiyorsun sanırım,33
söyledi yani,33
falan hiçbir,33
benden şu,33
ne bütün,33
söyle bizim,33
söz gibi,33
şeyler bunun,33
fazla tekrar,33
bir gel,33
var siz,33
işi güzel,33
gördüm gibi,33
orada içinde,33
güzel biliyor,33
orada işi,33
bile bayan,33
mı kim,33
biz bunlar,33
geç ya,33
demek eve,33
zaten birini,33
tatlım kendi,33
hala onlara,33
benim gece,33
ol evet,33
yemek vardı,33
göre efendim,33
bunun mutlu,33
an yapmak,33
bir senin,33
neden olmalı,33
iyi yıl,33
ederim eski,33
olmaz elbette,33
olur eski,33
fazla işi,33
bana çünkü,33
doğru hiçbir,33
neden hoş,33
bizi üç,33
çok ediyorum,33
şimdi ama,33
yine yere,33
iki uzun,33
fakat güzel,33
fakat bize,33
artık ilk,33
bakın gerçek,33
kız bundan,33
olduğunu ondan,33
belki emin,33
bakalım hemen,33
senden bugün,33
artık neler,33
bakın hala,33
böyle benimle,33
diye benden,33
kız ki,33
yok haydi,33
şu sağ,33
sana eğer,33
bile herkes,33
artık birkaç,33
dinle sonra,33
tekrar ister,33
diğer sen,33
doğru başka,33
çünkü karşı,33
birlikte kesinlikle,32
şimdi hâlâ,32
çünkü gün,32
kez istiyorum,32
ediyorum bizi,32
istiyorsun al,32
senden kimse,32
karşı bana,32
git güzel,32
kez herkes,32
niye şu,32
ediyor ya,32
iyi nasıl,32
dakika evet,32
dur anne,32
git diğer,32
var önemli,32
ediyorum yoksa,32
iyi sizin,32
an zaten,32
tekrar onlara,32
aynı seni,32
şeyi buraya,32
yok hemen,32
büyük ben,32
kez kim,32
dakika yani,32
tatlım yok,32
lanet çünkü,32
asla kız,32
asla kim,32
kez benimle,32
hafta iyi,32
hadi gerçekten,32
görmek kötü,32
güzel buna,32
yanlış doğru,32
böyle dışarı,32
tekrar kendi,32
çünkü yani,32
lütfen kız,32
ya dedim,32
görmek onları,32
ya devam,32
nasıl adam,32
biliyor onu,32
hepsi oldu,32
tekrar bakın,32
istiyor olacak,32
mi içinde,32
böyle gerçek,32
belki çocuklar,32
şekilde işte,32
anne eğer,32
olabilir aslında,32
gel ne,32
zaten senden,32
seninle diğer,32
şekilde kim,32
güzel şekilde,32
artık doktor,32
gerçekten hep,32
siz belki,32
biri dedim,32
demek yemek,32
bir haydi,32
gerçekten tekrar,32
gel merhaba,32
gerçek öyle,32
gerçek nasıl,32
biz zaman,32
seni onlar,32
tekrar gidelim,32
birini ona,32
dışarı sen,32
mi hemen,32
ya birini,32
yok az,32
herkes evet,32
selam harika,32
anda biri,32
gün gece,32
kimse yemek,32
sonra baba,32
biliyorum aynı,32
az yemek,32
gel çok,32
tanrım büyük,32
gel adam,32
gün gel,32
tanrım al,32
yok bekle,32
tanrım kötü,32
istemiyorum şimdi,32
istemiyorum sen,32
mi olduğu,32
hafta diye,32
biliyorsun kimse,32
kez biz,32
yıl senden,32
kız niye,32
tabii geri,32
sağ istiyorum,32
kız kendi,32
göre baba,32
kendini burada,32
tabii diğer,32
kız ilk,32
bizim şey,32
kız size,32
musun nasıl,32
siz şunu,32
musun bak,32
aynı beni,32
kendini buradan,32
göre buradan,32
ben biri,32
yeni baba,32
zaman karşı,32
kişi hala,32
başka sana,32
kez yerde,32
başka kişi,32
hep ondan,32
ver geri,32
karşı yine,32
hep oldu,32
önce diye,32
yere o,32
ki teşekkür,32
mısın öyle,32
gerçek için,32
gerçek efendim,32
yok kesinlikle,32
mutlu ya,32
saat fazla,32
zaten buradan,32
efendim bundan,32
saat yemek,32
hoş ki,32
anda şu,32
harika haydi,32
misin gibi,32
biraz doğru,32
lütfen yani,32
kişi işte,32
gidip oraya,32
kez en,32
benden neler,32
seviyorum doktor,32
seviyorum çok,32
tamam aynı,32
para artık,32
aslında oraya,32
kesinlikle bay,32
biraz anne,32
gördüm orada,32
bizi senden,32
yoksa güzel,32
ha doktor,32
niye kız,32
niye lanet,32
bütün olmak,32
kez bize,32
çok lanet,32
var bakın,32
bekle özür,32
lazım şu,32
dur burası,32
kesinlikle buraya,32
böyle beni,32
biraz ha,32
kişi kendini,32
daha hala,32
senden onunla,32
eminim kendini,32
aslında kadın,32
seviyorum bunu,32
kesinlikle tabii,32
mü etmek,32
benden onunla,32
burada bakalım,32
anda yapıyorsun,32
son tamam,32
aslında izin,32
bay doğru,32
bunun ben,32
küçük hem,32
kişi ya,32
doğru yani,32
var nedir,32
gereken olur,32
olabilir her,32
yer ediyor,32
buraya geç,32
yerde kimse,32
olmak hep,32
olmak buna,32
falan demek,32
çocuk diye,32
olmak işte,32
neler gördüm,32
bu sağ,32
onlara iş,32
onlara önce,32
pekala bundan,32
olmaz size,32
baba mısın,32
oh doktor,32
biraz senden,32
yapmak nasıl,32
bayan sadece,32
demek olacak,32
benimle olmaz,32
ya kaç,32
olmaz demek,32
ile gördüm,32
şeyi dışarı,32
onunla karşı,32
olmak ile,32
adam söyledi,32
benimle sen,32
size saat,32
et kendini,32
bugün aynı,32
onlar geliyor,32
şeyi ile,32
onlar gece,32
peki oldu,32
benimle doğru,32
benim olarak,32
kimse kız,32
onlar kaç,32
bay da,32
benim ile,32
fazla önemli,32
dilerim ve,32
demek gerekiyor,32
oluyor lütfen,32
şekilde yer,32
yardım hiç,32
ona hafta,32
zor işi,32
dostum hep,32
yapma önemli,32
yapıyorsun daha,32
gece hem,32
zor tamam,32
pekala diğer,32
bize yapma,32
dostum biliyorsun,32
eğer tabii,32
bunlar hepsi,32
doktor tek,32
hey iki,32
dostum hala,32
oh ya,32
hey hâlâ,32
oh az,32
hey son,32
ya hazır,32
oh uzun,32
az olan,32
şey yardım,32
çok baba,32
ile zor,32
burası hayır,32
bakın daha,32
burası onları,32
olabilir öyle,32
gece zor,32
çok evet,32
burada yine,32
orada önemli,32
az olsun,32
ben merhaba,32
eğer neden,32
bunlar seninle,32
şekilde yani,32
buraya sağ,32
size uzun,32
çok ilk,32
olan gece,32
sizin yer,32
ilgili yok,32
buradan bütün,32
beni işte,32
oh kötü,32
evet yerde,32
geliyor seni,32
olarak ondan,32
olan seni,32
olan seninle,32
orada tamam,32
ol seviyorum,32
iyi özel,32
neden kadın,32
an olduğunu,32
o sanırım,32
herkes merhaba,32
ver içinde,32
kadın yine,32
oldu sağ,32
bundan zor,32
birlikte bunun,32
çocuk yanlış,32
bundan hala,32
bak ondan,32
diye neler,32
biz tekrar,32
bize sizi,32
tek bana,32
hemen biz,32
öyle elbette,32
onun görmek,32
doktor hazır,32
bak olan,32
diye diye,32
onun oraya,32
değil biliyor,32
sanırım harika,32
fakat çocuklar,32
siz aynı,32
bırak bayan,32
üzgünüm seninle,32
bak üç,32
çocuk tekrar,32
iş geldi,32
değil yok,32
üzgünüm buraya,32
buraya bayan,32
özel oldu,32
iş olmak,32
çocuklar ondan,32
değil yeni,32
iş yeni,32
kadar hemen,32
içinde biz,32
içinde gerçekten,32
çocuklar hayır,32
anne tek,32
dinle bundan,32
size niye,32
siz bakın,32
kadın olmaz,32
kadın hiçbir,32
bile gidip,32
çünkü gereken,32
mı adam,32
sadece yer,32
hala sizi,32
değil haydi,32
kadın zaten,32
buraya onları,32
sadece önce,32
tamam fazla,31
tamam hep,31
yer bırak,31
musun görmek,31
gerçekten kabul,31
şekilde buraya,31
olsun sizi,31
biz işte,31
bak eminim,31
güzel sadece,31
kadar mısın,31
geldi hiç,31
değil nerede,31
beni var,31
bana hem,31
benimle güzel,31
olmaz sağ,31
mutlu her,31
önce efendim,31
geç diye,31
içinde bay,31
ederim kız,31
lütfen birini,31
ederim büyük,31
musun tam,31
sana oluyor,31
buraya ona,31
az olmaz,31
bayan bize,31
anne şunu,31
iyi şu,31
şey mı,31
niye lazım,31
önce eğer,31
bakalım değil,31
söyle ister,31
biliyor seni,31
niye bunun,31
yok benimle,31
çocuk çocuk,31
doktor diye,31
biliyorsun diğer,31
değilim hepsi,31
istiyorum ondan,31
seninle bundan,31
yerde yine,31
ederim seninle,31
tanrım kimse,31
dışarı her,31
olan ha,31
zor dostum,31
oraya böyle,31
baba onlar,31
demek çocuk,31
çocuklar dedim,31
istiyorsun musun,31
etmek zaman,31
demek senden,31
biliyorsun eski,31
onu onlar,31
birlikte tek,31
gerçekten işi,31
hadi emin,31
mutlu büyük,31
çünkü nereden,31
gerek çok,31
bayan doktor,31
yıl sen,31
yıl ona,31
hazır burada,31
hazır istiyorum,31
şimdi içinde,31
olduğunu benim,31
zaten benimle,31
yok özür,31
kadın efendim,31
mi çünkü,31
onun bugün,31
onun gidip,31
yer söyle,31
kadın öyle,31
yine olur,31
yok yine,31
hazır sen,31
belki geç,31
şimdi olabilir,31
efendim özel,31
biraz iki,31
bırak çünkü,31
tane da,31
hala pek,31
adam de,31
şekilde bile,31
yıl bize,31
önemli senin,31
belki lanet,31
hemen üç,31
hemen eminim,31
hemen onlara,31
hem hiçbir,31
senin sağ,31
çünkü hem,31
efendim tek,31
yıl olduğunu,31
kişi orada,31
diye herkes,31
kim şu,31
mi önemli,31
doktor özür,31
bak bizim,31
elbette onunla,31
hepsi kendini,31
yapıyorsun geri,31
başka önemli,31
yarın biz,31
biraz insan,31
bekle bize,31
hep evet,31
herkes doğru,31
hepsi geliyor,31
diye bunun,31
var kabul,31
öyle en,31
gerçekten buradan,31
hep onlar,31
geç evet,31
buna küçük,31
öyle ol,31
bana demek,31
olduğu hala,31
gerçekten biri,31
başka bu,31
onun hem,31
tamam bütün,31
herkes ile,31
ediyorum burada,31
ediyorum biraz,31
o onunla,31
olduğu asla,31
tane yer,31
buna bile,31
hakkında zaten,31
seviyorum adam,31
siz çocuk,31
biliyorsun seninle,31
tüm bayan,31
ona yoksa,31
onu işte,31
dostum şimdi,31
olabilir kötü,31
son orada,31
yardım oldu,31
dostum yine,31
et ile,31
peki istiyor,31
tatlım git,31
olabilir emin,31
adam oluyor,31
fakat kendini,31
bakın artık,31
sonra bakalım,31
nerede burada,31
hâlâ yeni,31
şeyi olmalı,31
kız istiyor,31
istiyor size,31
bunun zaten,31
demek baba,31
tatlım en,31
sen içinde,31
selam her,31
dakika size,31
peki üç,31
yapma bay,31
hâlâ ondan,31
onları tatlım,31
bize şunu,31
işte bayan,31
anda mutlu,31
işte biliyorsun,31
yemek olmalı,31
zaten iş,31
senin hazır,31
lanet tanrım,31
oluyor hiçbir,31
yerde işte,31
istiyor senden,31
olacak başka,31
adam saat,31
bile çünkü,31
olmalı çok,31
bundan istiyorum,31
olarak asla,31
bundan hâlâ,31
hey kaç,31
kadar diğer,31
anne tüm,31
bence çünkü,31
daha buradan,31
anne teşekkür,31
var eski,31
bence üç,31
anne olmaz,31
nasıl var,31
anne olan,31
böyle sağ,31
kabul bu,31
emin olduğu,31
tek mutlu,31
para hemen,31
onunla bile,31
kız kötü,31
hoş teşekkürler,31
hoş şey,31
kim oraya,31
öyle özel,31
kim eve,31
kim hayır,31
zorunda falan,31
hey kendi,31
biraz neler,31
bundan son,31
dur diye,31
sağ aynı,31
ne üç,31
anne iş,31
tatlım zaten,31
benim geç,31
bize yoksa,31
onlara birini,31
mı insan,31
benim birini,31
böyle kaç,31
ol değil,31
onu hazır,31
vardı artık,31
onlara selam,31
tabii senden,31
ben yer,31
çocuk tamam,31
işe göre,31
benim önemli,31
işe hemen,31
eminim tam,31
yapıyorsun zaten,31
kez olan,31
işe iki,31
zaman biliyorum,31
ile eski,31
üzgünüm yine,31
bize siz,31
dilerim demek,31
dilerim yani,31
olarak değilim,31
bugün gidip,31
sen yer,31
sizin nereye,31
dilerim kim,31
dilerim devam,31
olur hiç,31
olan buraya,31
dilerim buna,31
gece değilim,31
dilerim onu,31
sizin iş,31
üzgünüm hep,31
nasıl benimle,31
bizim onun,31
onlara tüm,31
gün az,31
çocuk olan,31
sorun bana,31
ol dur,31
ilgili güzel,31
bilmiyorum beni,31
ilk olduğunu,31
bilmiyorum eski,31
sen efendim,31
bizi hoş,31
nasıl onunla,31
falan hep,31
tabii benden,31
ol geliyor,31
kesinlikle iki,31
tabii baba,31
ondan kim,31
sorun yemek,31
benim çünkü,31
ilgili iş,31
bizi sana,31
diye bizim,31
çocuk adam,31
daha çocuklar,31
işi yanlış,31
iki sorun,31
kez yer,31
sorun kim,31
üç haydi,31
gün bayan,31
nasıl kendini,31
sanırım izin,31
onlara kadın,31
onları herkes,31
yapmak demek,31
onları kaç,31
kişi dışarı,31
onlara hala,31
onları tamam,31
gün zaman,31
hala üç,31
olsun ilk,31
dinle gidip,31
benden istiyorsun,31
pekala geç,31
benden kim,31
insan bunun,31
bakın hiç,31
göre içinde,31
benden çocuk,31
pekala hep,31
anne bay,31
kendini sen,31
pekala böyle,31
eve birkaç,31
olacak seninle,31
asla sadece,31
yerde elbette,31
bakın harika,31
iyi onlar,31
biri üç,31
yerde bunun,31
bakalım bunlar,31
ol demek,31
eminim diğer,31
baba oldu,31
böyle teşekkür,31
burada bugün,31
lütfen sizin,31
kaç o,31
pekala büyük,31
bilmiyorum kim,31
anne senden,31
ol senin,31
insan iş,31
ki olduğunu,31
gece izin,31
gün teşekkür,31
olmaz orada,31
benimle dedim,31
an işi,31
sana bilmiyorum,31
güzel biraz,31
mısın bizi,31
yüzden birini,31
son eski,31
ben hepsi,31
bizi sizi,30
gereken onlar,30
hemen tüm,30
hem şimdi,30
olabilir tamam,30
önemli tek,30
ona birini,30
merhaba da,30
olarak yarın,30
önemli anda,30
al belki,30
tamam özel,30
ondan ilk,30
bizi onunla,30
doğru ol,30
bırak oraya,30
oluyor bayan,30
hem doktor,30
hem senden,30
senin yanlış,30
zaman bekle,30
gün kesinlikle,30
şey dinle,30
önemli o,30
onlara evet,30
onlar son,30
gün çocuklar,30
hakkında olabilir,30
gece çocuk,30
çocuklar başka,30
olan bugün,30
göre zor,30
önce harika,30
olur onun,30
karşı zor,30
önce gibi,30
geç bana,30
olacak tek,30
hadi para,30
olmalı da,30
tabii kabul,30
yapmak kötü,30
geç anne,30
onları az,30
tane bayan,30
oldu ondan,30
oldu onlar,30
burada söyle,30
onları efendim,30
değil son,30
ve an,30
ederim onları,30
gece dilerim,30
fakat eve,30
olarak ama,30
üzgünüm çocuk,30
ilk onun,30
gereken kadar,30
da dedim,30
ona buna,30
bizim hâlâ,30
selam hiçbir,30
edin burada,30
olabilir demek,30
değil insan,30
birini kız,30
artık lazım,30
nasıl tam,30
hemen doğru,30
ona mutlu,30
artık nereden,30
bu burası,30
ilk oldu,30
bizim iki,30
hemen ilk,30
seninle olur,30
olur dur,30
saat tamam,30
oldu tam,30
bana dur,30
gibi çünkü,30
büyük değilim,30
biliyorum bütün,30
da yerde,30
bunlar lanet,30
kadın size,30
diye kimse,30
oraya onları,30
yanlış işte,30
kadın doğru,30
nerede işe,30
nereden kontrol,30
çünkü istemiyorum,30
bunu anne,30
beni evet,30
birlikte evet,30
hepsi bütün,30
olmaz sonra,30
kadın hâlâ,30
var herkes,30
nerede yer,30
gidip yer,30
için gibi,30
kaç diye,30
gel kendini,30
neden gidelim,30
orada oluyor,30
zaten emin,30
şimdi yoksa,30
bunlar tamam,30
bunlar zaman,30
elbette dedim,30
niye tatlım,30
işe doğru,30
geri bile,30
işe falan,30
işi buraya,30
iş peki,30
ister ha,30
işi adam,30
efendim hazır,30
için içinde,30
anda gece,30
nedir çocuk,30
içinde işi,30
içinde neden,30
yemek dedim,30
söyle büyük,30
kendi zaman,30
gibi şeyi,30
içinde tamam,30
tabii artık,30
istiyor neden,30
oh onun,30
söyle başka,30
oluyor olmalı,30
tek olduğunu,30
tek olacak,30
